"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","memory_no_response","","html-keyboard-response","2239","3403438","0.0-6.0-21.0-2.0-0.0","33","17620","Female","null","","","","null","","19","","","3403039","1","","","","1","","300","60400","399","62422","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2240","3404867","0.0-6.0-21.0-3.0","33","17620","Female","null","","","","null","","19","","","3403438","1","","","","","","1400","60700","1429","62821","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2241","3405448","0.0-6.0-22.0-0.0","33","17620","Female","562","","","","75","","20","","","3404867","1","","","","0","","562","62100","581","64250","","","","","","","","","","","A","0","","","","2400","1","11","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2242","3406417","0.0-6.0-22.0-1.0-0.0","33","17620","Female","null","","","","null","","20","","","3405448","1","","","","","","938","62662","969","64831","938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2243","3408831","0.0-6.0-22.0-3.0","33","17620","Female","null","","","","null","","20","","","3406417","1","","","","","","2400","63600","2414","65800","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2244","3410449","0.0-6.0-23.0-0.0","33","17620","Female","null","","","","null","","21","","","3408831","1","","","","1","","1500","66000","1618","68214","","","","","","","","","","","C","0","","","","1300","1","3","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2245","3410796","0.0-6.0-23.0-2.0-0.0","33","17620","Female","null","","","","null","","21","","","3410449","1","","","","1","","300","67500","347","69832","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2246","3411823","0.0-6.0-23.0-3.0","33","17620","Female","null","","","","null","","21","","","3410796","1","","","","","","1000","67800","1027","70179","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2247","3413459","0.0-6.0-24.0-0.0","33","17620","Female","null","","","","null","","22","","","3411823","1","","","","1","","1500","68800","1636","71206","","","","","","","","","","","","0","","","","2400","1","15","4","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2248","3413782","0.0-6.0-24.0-2.0-0.0","33","17620","Female","null","","","","null","","22","","","3413459","1","","","","1","","300","70300","323","72842","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2249","3415918","0.0-6.0-24.0-3.0","33","17620","Female","null","","","","null","","22","","","3413782","1","","","","","","2100","70600","2136","73165","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2250","3417445","0.0-6.0-25.0-0.0","33","17620","Female","null","","","","null","","23","","","3415918","1","","","","1","","1500","72700","1527","75301","","","","","","","","","","","F","0","","","","1800","1","12","24","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2251","3417779","0.0-6.0-25.0-2.0-0.0","33","17620","Female","null","","","","null","","23","","","3417445","1","","","","1","","300","74200","334","76828","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2252","3419307","0.0-6.0-25.0-3.0","33","17620","Female","null","","","","null","","23","","","3417779","1","","","","","","1500","74500","1528","77162","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2253","3420243","0.0-6.0-26.0-0.0","33","17620","Female","921","","","","75","","24","","","3419307","1","","","","0","","921","76000","936","78690","","","","","","","","","","","","0","","","","1000","1","30","3","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2254","3420864","0.0-6.0-26.0-1.0-0.0","33","17620","Female","null","","","","null","","24","","","3420243","1","","","","","","579","76921","621","79626","579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2255","3421904","0.0-6.0-26.0-3.0","33","17620","Female","null","","","","null","","24","","","3420864","1","","","","","","1000","77500","1040","80247","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2256","3423237","0.0-6.0-27.0-0.0","33","17620","Female","1315","","","","75","","25","","","3421904","1","","","","0","","1315","78500","1333","81287","","","","","","","","","","","D","0","","","","3200","1","39","15","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2257","3423438","0.0-6.0-27.0-1.0-0.0","33","17620","Female","null","","","","null","","25","","","3423237","1","","","","","","185","79815","201","82620","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2258","3426742","0.0-6.0-27.0-3.0","33","17620","Female","null","","","","null","","25","","","3423438","1","","","","","","3200","80000","3304","82821","3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2259","3427940","0.0-6.0-28.0-0.0","33","17620","Female","1127","","","","75","","26","","","3426742","1","","","","0","","1127","83200","1198","86125","","","","","","","","","","","G","0","","","","1100","1","46","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2260","3428362","0.0-6.0-28.0-1.0-0.0","33","17620","Female","null","","","","null","","26","","","3427940","1","","","","","","373","84327","422","87323","373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2261","3429480","0.0-6.0-28.0-3.0","33","17620","Female","null","","","","null","","26","","","3428362","1","","","","","","1100","84700","1118","87745","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2262","3431001","0.0-6.0-29.0-0.0","33","17620","Female","null","","","","null","","27","","","3429480","1","","","","1","","1500","85800","1521","88863","","","","","","","","","","","","0","","","","1400","2","27","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2263","3431337","0.0-6.0-29.0-2.0-0.0","33","17620","Female","null","","","","null","","27","","","3431001","1","","","","1","","300","87300","336","90384","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2264","3432461","0.0-6.0-29.0-3.0","33","17620","Female","null","","","","null","","27","","","3431337","1","","","","","","1100","87600","1124","90720","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2265","3433985","0.0-6.0-30.0-0.0","33","17620","Female","null","","","","null","","28","","","3432461","1","","","","1","","1500","88700","1524","91844","","","","","","","","","","","I","0","","","","2100","2","32","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","0","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2266","3434298","0.0-6.0-30.0-2.0-0.0","33","17620","Female","null","","","","null","","28","","","3433985","1","","","","1","","300","90200","313","93368","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2267","3436153","0.0-6.0-30.0-3.0","33","17620","Female","null","","","","null","","28","","","3434298","1","","","","","","1800","90500","1855","93681","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2268","3437672","0.0-6.0-31.0-0.0","33","17620","Female","null","","","","null","","29","","","3436153","1","","","","1","","1500","92300","1519","95536","","","","","","","","","","","G","0","","","","1800","2","46","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2269","3437993","0.0-6.0-31.0-2.0-0.0","33","17620","Female","null","","","","null","","29","","","3437672","1","","","","1","","300","93800","321","97055","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2270","3439514","0.0-6.0-31.0-3.0","33","17620","Female","null","","","","null","","29","","","3437993","1","","","","","","1500","94100","1521","97376","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2271","3440012","0.0-6.0-32.0-0.0","33","17620","Female","478","","","","75","","30","","","3439514","1","","","","0","","478","95600","498","98897","","","","","","","","","","","","0","","","","1300","2","46","32","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2272","3441063","0.0-6.0-32.0-1.0-0.0","33","17620","Female","null","","","","null","","30","","","3440012","1","","","","","","1022","96078","1051","99395","1022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2273","3442402","0.0-6.0-32.0-3.0","33","17620","Female","null","","","","null","","30","","","3441063","1","","","","","","1300","97100","1339","100446","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2274","3443921","0.0-6.0-33.0-0.0","33","17620","Female","null","","","","null","","31","","","3442402","1","","","","1","","1500","98400","1519","101785","","","","","","","","","","","","0","","","","1200","2","47","12","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2275","3444241","0.0-6.0-33.0-2.0-0.0","33","17620","Female","null","","","","null","","31","","","3443921","1","","","","1","","300","99900","320","103304","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2276","3445177","0.0-6.0-33.0-3.0","33","17620","Female","null","","","","null","","31","","","3444241","1","","","","","","900","100200","936","103624","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2277","3446423","0.0-6.0-34.0-0.0","33","17620","Female","1226","","","","75","","32","","","3445177","1","","","","0","","1226","101100","1246","104560","","","","","","","","","","","F","0","","","","1800","2","12","24","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2278","3446714","0.0-6.0-34.0-1.0-0.0","33","17620","Female","null","","","","null","","32","","","3446423","1","","","","","","274","102326","291","105806","274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2279","3448527","0.0-6.0-34.0-3.0","33","17620","Female","null","","","","null","","32","","","3446714","1","","","","","","1800","102600","1813","106097","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2280","3449359","0.0-6.0-35.0-0.0","33","17620","Female","820","","","","75","","33","","","3448527","1","","","","0","","820","104400","832","107910","","","","","","","","","","","","0","","","","2100","2","43","14","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2281","3450068","0.0-6.0-35.0-1.0-0.0","33","17620","Female","null","","","","null","","33","","","3449359","1","","","","","","680","105220","709","108742","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2282","3452193","0.0-6.0-35.0-3.0","33","17620","Female","null","","","","null","","33","","","3450068","1","","","","","","2100","105900","2125","109451","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2283","3453715","0.0-6.0-36.0-0.0","33","17620","Female","null","","","","null","","34","","","3452193","1","","","","1","","1500","108000","1522","111576","","","","","","","","","","","","0","","","","2800","2","28","9","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2284","3454039","0.0-6.0-36.0-2.0-0.0","33","17620","Female","null","","","","null","","34","","","3453715","1","","","","1","","300","109500","324","113098","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2285","3456675","0.0-6.0-36.0-3.0","33","17620","Female","null","","","","null","","34","","","3454039","1","","","","","","2500","109800","2636","113422","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2286","3457247","0.0-6.0-37.0-0.0","33","17620","Female","553","","","","75","","35","","","3456675","1","","","","0","","553","112300","572","116058","","","","","","","","","","","K","0","","","","2800","2","27","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2287","3458207","0.0-6.0-37.0-1.0-0.0","33","17620","Female","null","","","","null","","35","","","3457247","1","","","","","","947","112853","960","116630","947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2288","3461028","0.0-6.0-37.0-3.0","33","17620","Female","null","","","","null","","35","","","3458207","1","","","","","","2800","113800","2821","117590","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2289","3462600","0.0-6.0-38.0-0.0","33","17620","Female","null","","","","null","","36","","","3461028","1","","","","1","","1500","116600","1572","120411","","","","","","","","","","","D","0","","","","1600","2","39","15","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","","","","","","","","","","","","","","","0","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2290","3463022","0.0-6.0-38.0-2.0-0.0","33","17620","Female","null","","","","null","","36","","","3462600","1","","","","1","","300","118100","422","121983","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2291","3464364","0.0-6.0-38.0-3.0","33","17620","Female","null","","","","null","","36","","","3463022","1","","","","","","1300","118400","1342","122405","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2292","3464709","0.0-6.0-39.0-0.0","33","17620","Female","330","","","","75","","37","","","3464364","1","","","","0","","330","119700","345","123747","","","","","","","","","","","","0","","","","2900","2","45","17","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2293","3465903","0.0-6.0-39.0-1.0-0.0","33","17620","Female","null","","","","null","","37","","","3464709","1","","","","","","1170","120030","1194","124092","1170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2294","3468911","0.0-6.0-39.0-3.0","33","17620","Female","null","","","","null","","37","","","3465903","1","","","","","","2900","121200","3008","125286","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2295","3469876","0.0-6.0-40.0-0.0","33","17620","Female","950","","","","75","","38","","","3468911","1","","","","0","","950","124100","965","128294","","","","","","","","","","","","0","","","","2400","2","30","3","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2296","3470455","0.0-6.0-40.0-1.0-0.0","33","17620","Female","null","","","","null","","38","","","3469876","1","","","","","","550","125050","579","129259","550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2297","3472888","0.0-6.0-40.0-3.0","33","17620","Female","null","","","","null","","38","","","3470455","1","","","","","","2400","125600","2433","129838","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2298","3474426","0.0-6.0-41.0-0.0","33","17620","Female","null","","","","null","","39","","","3472888","1","","","","1","","1500","128000","1538","132271","","","","","","","","","","","L","0","","","","1500","2","28","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2299","3474999","0.0-6.0-41.0-2.0-0.0","33","17620","Female","null","","","","null","","39","","","3474426","1","","","","1","","300","129500","573","133809","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2300","3476228","0.0-6.0-41.0-3.0","33","17620","Female","null","","","","null","","39","","","3474999","1","","","","","","1200","129800","1229","134382","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2301","3477582","0.0-6.0-42.0-0.0","33","17620","Female","1341","","","","75","","40","","","3476228","1","","","","0","","1341","131000","1354","135611","","","","","","","","","","","","0","","","","2100","2","15","4","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2302","3477765","0.0-6.0-42.0-1.0-0.0","33","17620","Female","null","","","","null","","40","","","3477582","1","","","","","","159","132341","183","136965","159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2303","3479899","0.0-6.0-42.0-3.0","33","17620","Female","null","","","","null","","40","","","3477765","1","","","","","","2100","132500","2134","137148","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2304","3481425","0.0-6.0-43.0-0.0","33","17620","Female","null","","","","null","","41","","","3479899","1","","","","1","","1500","134600","1526","139282","","","","","","","","","","","J","0","","","","1000","2","22","45","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2305","3481748","0.0-6.0-43.0-2.0-0.0","33","17620","Female","null","","","","null","","41","","","3481425","1","","","","1","","300","136100","323","140808","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2306","3482473","0.0-6.0-43.0-3.0","33","17620","Female","null","","","","null","","41","","","3481748","1","","","","","","700","136400","725","141131","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2307","3483253","0.0-6.0-44.0-0.0","33","17620","Female","767","","","","75","","42","","","3482473","1","","","","0","","767","137100","780","141856","","","","","","","","","","","B","0","","","","1100","2","10","14","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2308","3484001","0.0-6.0-44.0-1.0-0.0","33","17620","Female","null","","","","null","","42","","","3483253","1","","","","","","733","137867","748","142636","733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2309","3485125","0.0-6.0-44.0-3.0","33","17620","Female","null","","","","null","","42","","","3484001","1","","","","","","1100","138600","1124","143384","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2310","3485229","0.0-6.0-45.0-0.0","33","17620","Female","87","","","","75","","43","","","3485125","1","","","","0","","87","139700","104","144508","","","","","","","","","","","","0","","","","2900","2","22","39","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2311","3486734","0.0-6.0-45.0-1.0-0.0","33","17620","Female","null","","","","null","","43","","","3485229","1","","","","","","1413","139787","1505","144612","1413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2312","3489661","0.0-6.0-45.0-3.0","33","17620","Female","null","","","","null","","43","","","3486734","1","","","","","","2900","141200","2927","146117","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2313","3490979","0.0-6.0-46.0-0.0","33","17620","Female","1289","","","","75","","44","","","3489661","1","","","","0","","1289","144100","1318","149044","","","","","","","","","","","A","0","","","","2200","2","11","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2314","3491210","0.0-6.0-46.0-1.0-0.0","33","17620","Female","null","","","","null","","44","","","3490979","1","","","","","","211","145389","231","150362","211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
