"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning"
"","rating","","html-slider-response","11","13001","0.0-1.0-8.0","11","98647","11","167","","","","","50","6","46","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","13179","0.0-1.0-9.0","11","98647","11","175","","","","","50","7","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","13349","0.0-1.0-10.0","11","98647","11","167","","","","","50","8","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","13527","0.0-1.0-11.0","11","98647","11","175","","","","","50","9","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","13707","0.0-1.0-12.0","11","98647","11","176","","","","","50","10","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","13887","0.0-1.0-13.0","11","98647","11","176","","","","","50","11","16","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","17","14043","0.0-1.0-14.0","11","98647","11","152","","","","","50","12","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","18","14221","0.0-1.0-15.0","11","98647","11","174","","","","","50","13","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","19","14398","0.0-1.0-16.0","11","98647","11","171","","","","","50","14","18","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","20","14596","0.0-1.0-17.0","11","98647","11","192","","","","","50","15","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","21","14781","0.0-1.0-18.0","11","98647","11","180","","","","","50","16","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","22","14965","0.0-1.0-19.0","11","98647","11","179","","","","","50","17","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","23","15145","0.0-1.0-20.0","11","98647","11","175","","","","","50","18","25","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","24","15325","0.0-1.0-21.0","11","98647","11","173","","","","","50","19","4","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","25","15483","0.0-1.0-22.0","11","98647","11","153","","","","","50","20","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","26","15662","0.0-1.0-23.0","11","98647","11","174","","","","","50","21","47","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","27","15833","0.0-1.0-24.0","11","98647","11","167","","","","","50","22","39","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","28","16015","0.0-1.0-25.0","11","98647","11","177","","","","","50","23","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","29","16209","0.0-1.0-26.0","11","98647","11","190","","","","","50","24","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","30","16400","0.0-1.0-27.0","11","98647","11","187","","","","","50","25","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","31","16586","0.0-1.0-28.0","11","98647","11","182","","","","","50","26","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","32","16788","0.0-1.0-29.0","11","98647","11","197","","","","","50","27","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","17000","0.0-1.0-30.0","11","98647","11","209","","","","","50","28","38","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","17158","0.0-1.0-31.0","11","98647","11","154","","","","","50","29","9","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","17356","0.0-1.0-32.0","11","98647","11","194","","","","","50","30","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","17538","0.0-1.0-33.0","11","98647","11","178","","","","","50","31","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","17754","0.0-1.0-34.0","11","98647","11","211","","","","","50","32","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","17913","0.0-1.0-35.0","11","98647","11","155","","","","","50","33","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","18106","0.0-1.0-36.0","11","98647","11","189","","","","","50","34","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","18304","0.0-1.0-37.0","11","98647","11","194","","","","","50","35","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","18492","0.0-1.0-38.0","11","98647","11","182","","","","","50","36","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","18681","0.0-1.0-39.0","11","98647","11","184","","","","","50","37","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","18887","0.0-1.0-40.0","11","98647","11","202","","","","","50","38","31","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","19098","0.0-1.0-41.0","11","98647","11","206","","","","","50","39","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","19299","0.0-1.0-42.0","11","98647","11","196","","","","","50","40","28","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","19517","0.0-1.0-43.0","11","98647","11","214","","","","","50","41","20","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","19697","0.0-1.0-44.0","11","98647","11","176","","","","","50","42","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","19882","0.0-1.0-45.0","11","98647","11","180","","","","","50","43","7","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","20089","0.0-1.0-46.0","11","98647","11","203","","","","","50","44","5","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","20287","0.0-1.0-47.0","11","98647","11","194","","","","","50","45","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","20481","0.0-1.0-48.0","11","98647","11","190","","","","","50","46","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","20673","0.0-1.0-49.0","11","98647","11","188","","","","","50","47","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","53","25608","0.0-3.0-0.0-0.0","11","98647","11","4894","","[{""page_index"":0,""viewing_time"":1526},{""page_index"":1,""viewing_time"":195},{""page_index"":2,""viewing_time"":534},{""page_index"":3,""viewing_time"":486},{""page_index"":4,""viewing_time"":1051},{""page_index"":5,""viewing_time"":502},{""page_index"":6,""viewing_time"":600}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","54","31065","0.0-3.0-0.0-1.0","11","98647","11","5450","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","55","31690","0.0-3.0-1.0","11","98647","11","622","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","56","32510","0.0-3.0-2.0-0.0","11","98647","11","813","","","","68","","0","","","31690","1","","","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","0","prac1","1","0","","original","1500","0","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","813","0","820","0","","","",""
"","deliberation_confirmation","","html-keyboard-response","57","32712","0.0-3.0-2.0-2.0-0.0","11","98647","11","null","","","","null","","0","","","32510","","","","","","","","","","","","","","","","","0","","","","","","","","","","187","813","202","820","187","","",""
"","iti","","html-keyboard-response","58","32822","0.0-3.0-2.0-4.0","11","98647","11","null","","","","null","","0","","","32712","","","","","","","","","","","","","","","","","0","","","","","","","","","","100","1000","110","1022","100","","",""
"","deliberation","","html-keyboard-response","59","35331","0.0-3.0-4.0-0.0","11","98647","11","74","","","","68","","1","","","32822","","","","","","","","","","0","prac2","1","2500","left","scramble","2500","0","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","2500","1100","2509","1132","","","",""
"","scramble_prompt","","html-keyboard-response","60","35337","0.0-3.0-4.0-1.0-0.0","11","98647","11","null","","","","null","","1","","","35331","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","0","","","","","","","","","","-1500","3600","6","3641","-1500","0","1",""
"","deliberation_no_response","","html-keyboard-response","61","35446","0.0-3.0-4.0-3.0-0.0","11","98647","11","null","","","","null","","1","","","35337","","","","","","","","","","1","","","","","","","0","","","","","","","","","","100","2100","109","3647","","","","1"
"","iti","","html-keyboard-response","62","35559","0.0-3.0-4.0-4.0","11","98647","11","null","","","","null","","1","","","35446","","","","","","","","","","","","","","","","","0","","","","","","","","","","100","2200","113","3756","100","","",""
"","deliberation","","html-keyboard-response","63","37072","0.0-3.0-6.0-0.0","11","98647","11","114","","","","68","","2","","","35559","","","","","","","","","","0","prac3","1","1500","right","scramble","3000","0","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","1500","2300","1513","3869","","","",""
"","scramble_prompt","","html-keyboard-response","64","37081","0.0-3.0-6.0-1.0-0.0","11","98647","11","null","","","","null","","2","","","37072","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","0","","","","","","","","","","-500","3800","9","5382","-500","0","1",""
"","deliberation_no_response","","html-keyboard-response","65","37189","0.0-3.0-6.0-3.0-0.0","11","98647","11","null","","","","null","","2","","","37081","","","","","","","","","","1","","","","","","","0","","","","","","","","","","100","3300","108","5391","","","","1"
"","iti","","html-keyboard-response","66","37305","0.0-3.0-6.0-4.0","11","98647","11","null","","","","null","","2","","","37189","","","","","","","","","","","","","","","","","0","","","","","","","","","","100","3400","116","5499","100","","",""
"","deliberation","","html-keyboard-response","67","37381","0.0-3.0-8.0-0.0","11","98647","11","71","","","","68","","3","","","37305","1","","","","","","","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","0","prac4","1","0","","original","2000","0","0","","","","","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","71","3500","76","5615","","","",""
"","deliberation_confirmation","","html-keyboard-response","68","38321","0.0-3.0-8.0-2.0-0.0","11","98647","11","null","","","","null","","3","","","37381","","","","","","","","","","","","","","","","","0","","","","","","","","","","929","3571","940","5691","929","","",""
"","iti","","html-keyboard-response","69","38433","0.0-3.0-8.0-4.0","11","98647","11","null","","","","null","","3","","","38321","","","","","","","","","","","","","","","","","0","","","","","","","","","","100","4500","112","6631","100","","",""
"","practice_over","","html-keyboard-response","70","39698","0.0-3.0-8.0-5.0-0.0","11","98647","11","1261","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","71","40619","0.0-3.0-8.0-5.0-1.0","11","98647","11","918","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","72","41931","0.0-3.0-10.0-0.0","11","98647","11","415","","","","68","","4","","","40619","","","","","","","","","","0","D","0","1300","right","scramble","3300","1","1","42","14","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","NaN","NaN","1300","0","1312","0","","","",""
"","scramble_prompt","","html-keyboard-response","73","41937","0.0-3.0-10.0-1.0-0.0","11","98647","11","null","","","","null","","4","","","41931","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","1300","6","1312","-300","0","1",""
"","deliberation_no_response","","html-keyboard-response","74","42047","0.0-3.0-10.0-3.0-0.0","11","98647","11","null","","","","null","","4","","","41937","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","1000","110","1318","","","","1"
"","iti","","html-keyboard-response","75","42158","0.0-3.0-10.0-4.0","11","98647","11","null","","","","null","","4","","","42047","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","1100","111","1428","100","","",""
"","deliberation","","html-keyboard-response","76","43668","0.0-3.0-12.0-0.0","11","98647","11","5","","","","68","","5","","","42158","","","","","","","","","","0","B","0","1500","right","scramble","1100","1","1","6","17","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","1500","1200","1510","1539","","","",""
"","scramble_prompt","","html-keyboard-response","77","43675","0.0-3.0-12.0-1.0-0.0","11","98647","11","null","","","","null","","5","","","43668","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-500","2700","7","3049","-500","0","1",""
"","deliberation_no_response","","html-keyboard-response","78","43779","0.0-3.0-12.0-3.0-0.0","11","98647","11","null","","","","null","","5","","","43675","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","2200","104","3056","","","","1"
"","iti","","html-keyboard-response","79","43885","0.0-3.0-12.0-4.0","11","98647","11","null","","","","null","","5","","","43779","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","2300","106","3160","100","","",""
"","deliberation","","html-keyboard-response","80","43926","0.0-3.0-14.0-0.0","11","98647","11","37","","","","68","","6","","","43885","1","5","36","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","0","A","0","0","","original","1800","1","1","5","36","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","50","50","37","2400","41","3266","","","",""
"","deliberation_confirmation","","html-keyboard-response","81","44900","0.0-3.0-14.0-2.0-0.0","11","98647","11","null","","","","null","","6","","","43926","","","","","","","","","","","","","","","","","1","","","","","","","","","","963","2437","974","3307","963","","",""
"","iti","","html-keyboard-response","82","45011","0.0-3.0-14.0-4.0","11","98647","11","null","","","","null","","6","","","44900","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","3400","111","4281","100","","",""
"","deliberation","","html-keyboard-response","83","45277","0.0-3.0-16.0-0.0","11","98647","11","263","","","","68","","7","","","45011","1","40","25","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","0","E","0","0","","original","1500","1","1","40","25","objects","body_parts","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","263","3500","266","4392","","","",""
"","deliberation_confirmation","","html-keyboard-response","84","46020","0.0-3.0-16.0-2.0-0.0","11","98647","11","null","","","","null","","7","","","45277","","","","","","","","","","","","","","","","","1","","","","","","","","","","737","3763","743","4658","737","","",""
"","iti","","html-keyboard-response","85","46133","0.0-3.0-16.0-4.0","11","98647","11","null","","","","null","","7","","","46020","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","4500","113","5401","100","","",""
"","deliberation","","html-keyboard-response","86","47943","0.0-3.0-18.0-0.0","11","98647","11","null","","","","null","","8","","","46133","","","","","","","","","","1","K","0","1800","left","scramble","2200","1","1","31","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","1800","4600","1810","5514","","","",""
"","scramble_prompt","","html-keyboard-response","87","47948","0.0-3.0-18.0-1.0-0.0","11","98647","11","null","","","","null","","8","","","47943","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-800","6400","5","7324","-800","0","1",""
"","deliberation_no_response","","html-keyboard-response","88","48059","0.0-3.0-18.0-3.0-0.0","11","98647","11","null","","","","null","","8","","","47948","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","5600","111","7329","","","","1"
"","iti","","html-keyboard-response","89","48164","0.0-3.0-18.0-4.0","11","98647","11","null","","","","null","","8","","","48059","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","5700","105","7440","100","","",""
"","deliberation","","html-keyboard-response","90","48386","0.0-3.0-20.0-0.0","11","98647","11","218","","","","68","","9","","","48164","1","12","44","faces","objects","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","J","0","0","","original","2400","1","1","12","44","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","218","5800","222","7545","","","",""
"","deliberation_confirmation","","html-keyboard-response","91","49181","0.0-3.0-20.0-2.0-0.0","11","98647","11","null","","","","null","","9","","","48386","","","","","","","","","","","","","","","","","1","","","","","","","","","","782","6018","795","7767","782","","",""
"","iti","","html-keyboard-response","92","49297","0.0-3.0-20.0-4.0","11","98647","11","null","","","","null","","9","","","49181","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","6800","116","8562","100","","",""
"","deliberation","","html-keyboard-response","93","50009","0.0-3.0-22.0-0.0","11","98647","11","324","","","","68","","10","","","49297","","","","","","","","","","0","L","0","700","left","scramble","3000","1","1","29","15","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","700","6900","712","8678","","","",""
