"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning"
"","iti_localizer","","html-keyboard-response","489","749365","0.0-2.0-199.0-1.0","27","31027","Female","null","","","","null","","197","","","749053","1","","","","","","300","257400","312","266924","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","490","749784","0.0-2.0-200.0-0.0","27","31027","Female","NaN","","","","null","NaN","198","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg","749365","1","outdoor_scenes","","0","1","0","400","257700","419","267236","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","491","750098","0.0-2.0-200.0-1.0","27","31027","Female","null","","","","null","","198","","","749784","1","","","","","","300","258100","314","267655","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","492","750514","0.0-2.0-201.0-0.0","27","31027","Female","NaN","","","","null","NaN","199","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","750098","1","outdoor_scenes","","0","1","0","400","258400","416","267969","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","493","750820","0.0-2.0-201.0-1.0","27","31027","Female","null","","","","null","","199","","","750514","1","","","","","","300","258800","306","268385","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","494","751233","0.0-2.0-202.0-0.0","27","31027","Female","NaN","","","","null","NaN","200","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ryan-schroeder-Gg7uKdHFb_c-unsplash.jpg","750820","1","outdoor_scenes","","0","1","0","400","259100","413","268691","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","495","751547","0.0-2.0-202.0-1.0","27","31027","Female","null","","","","null","","200","","","751233","1","","","","","","300","259500","314","269104","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","496","751958","0.0-2.0-203.0-0.0","27","31027","Female","NaN","","","","null","NaN","201","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg","751547","1","outdoor_scenes","","0","1","0","400","259800","411","269418","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","497","752314","0.0-2.0-203.0-1.0","27","31027","Female","null","","","","null","","201","","","751958","1","","","","","","300","260200","356","269829","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","498","752739","0.0-2.0-204.0-0.0","27","31027","Female","113","","","","68","0","202","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","752314","1","outdoor_scenes","","0","0","1","400","260500","425","270185","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","499","753058","0.0-2.0-204.0-1.0","27","31027","Female","null","","","","null","","202","","","752739","1","","","","","","300","260900","319","270610","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","500","753469","0.0-2.0-205.0-0.0","27","31027","Female","127","","","","68","0","203","","Stimuli/Experimental_stims/localizer/outdoor_scenes/daniel-roe-lpjb_UMOyx8-unsplash.jpg","753058","1","outdoor_scenes","","1","0","0","400","261200","411","270929","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","501","753782","0.0-2.0-205.0-1.0","27","31027","Female","null","","","","null","","203","","","753469","1","","","","","","300","261600","313","271340","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","502","754192","0.0-2.0-206.0-0.0","27","31027","Female","222","","","","75","1","204","","Stimuli/Experimental_stims/localizer/outdoor_scenes/niko-photos-tGTVxeOr_Rs-unsplash.jpg","753782","1","outdoor_scenes","","0","0","0","400","261900","410","271653","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","503","754507","0.0-2.0-206.0-1.0","27","31027","Female","null","","","","null","","204","","","754192","1","","","","","","300","262300","315","272063","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","504","754921","0.0-2.0-207.0-0.0","27","31027","Female","52","","","","68","0","205","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jack-millard-zjyP-UYI-ko-unsplash.jpg","754507","1","outdoor_scenes","","0","0","1","400","262600","414","272378","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","505","768942","0.0-2.0-207.0-1.0","27","31027","Female","null","","","","null","","205","","","754921","1","","","","","","14000","263000","14021","272792","14000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","506","769363","0.0-2.0-208.0-0.0","27","31027","Female","NaN","","","","null","NaN","206","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg","768942","1","objects","","0","1","0","400","277000","421","286813","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","507","769681","0.0-2.0-208.0-1.0","27","31027","Female","null","","","","null","","206","","","769363","1","","","","","","300","277400","318","287234","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","508","770094","0.0-2.0-209.0-0.0","27","31027","Female","NaN","","","","null","NaN","207","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","769681","1","objects","","0","1","0","400","277700","413","287552","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","509","770405","0.0-2.0-209.0-1.0","27","31027","Female","null","","","","null","","207","","","770094","1","","","","","","300","278100","311","287965","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","770818","0.0-2.0-210.0-0.0","27","31027","Female","205","","","","68","0","208","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","770405","1","objects","","0","0","1","400","278400","413","288276","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","771135","0.0-2.0-210.0-1.0","27","31027","Female","null","","","","null","","208","","","770818","1","","","","","","300","278800","317","288689","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","771544","0.0-2.0-211.0-0.0","27","31027","Female","79","","","","68","0","209","","Stimuli/Experimental_stims/localizer/objects/designecologist-hvgd0ygXuQQ-unsplash.jpg","771135","1","objects","","0","0","1","400","279100","409","289006","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","771856","0.0-2.0-211.0-1.0","27","31027","Female","null","","","","null","","209","","","771544","1","","","","","","300","279500","312","289415","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","772319","0.0-2.0-212.0-0.0","27","31027","Female","0","","","","68","0","210","","Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg","771856","1","objects","","0","0","1","400","279800","463","289727","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","772628","0.0-2.0-212.0-1.0","27","31027","Female","null","","","","null","","210","","","772319","1","","","","","","300","280200","309","290190","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","773043","0.0-2.0-213.0-0.0","27","31027","Female","NaN","","","","null","NaN","211","","Stimuli/Experimental_stims/localizer/objects/barrett-ward-0lMpQaXfOCg-unsplash.jpg","772628","1","objects","","1","1","0","400","280500","415","290499","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","773359","0.0-2.0-213.0-1.0","27","31027","Female","null","","","","null","","211","","","773043","1","","","","","","300","280900","316","290914","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","773773","0.0-2.0-214.0-0.0","27","31027","Female","75","","","","75","1","212","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg","773359","1","objects","","0","0","0","400","281200","414","291230","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","774149","0.0-2.0-214.0-1.0","27","31027","Female","null","","","","null","","212","","","773773","1","","","","","","300","281600","376","291644","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","774565","0.0-2.0-215.0-0.0","27","31027","Female","57","","","","68","0","213","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg","774149","1","objects","","0","0","1","400","281900","416","292020","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","774874","0.0-2.0-215.0-1.0","27","31027","Female","null","","","","null","","213","","","774565","1","","","","","","300","282300","309","292436","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","775291","0.0-2.0-216.0-0.0","27","31027","Female","5","","","","68","0","214","","Stimuli/Experimental_stims/localizer/objects/ryunosuke-kikuno-viEzuL1ouDs-unsplash.jpg","774874","1","objects","","0","0","1","400","282600","417","292745","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","775602","0.0-2.0-216.0-1.0","27","31027","Female","null","","","","null","","214","","","775291","1","","","","","","300","283000","311","293162","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","776015","0.0-2.0-217.0-0.0","27","31027","Female","81","","","","68","0","215","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","775602","1","objects","","0","0","1","400","283300","413","293473","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","776331","0.0-2.0-217.0-1.0","27","31027","Female","null","","","","null","","215","","","776015","1","","","","","","300","283700","316","293886","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","776782","0.0-2.0-218.0-0.0","27","31027","Female","125","","","","68","0","216","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","776331","1","objects","","0","0","1","400","284000","451","294202","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","777117","0.0-2.0-218.0-1.0","27","31027","Female","null","","","","null","","216","","","776782","1","","","","","","300","284400","335","294653","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","777537","0.0-2.0-219.0-0.0","27","31027","Female","302","","","","68","0","217","","Stimuli/Experimental_stims/localizer/objects/jonny-caspari-wsvCC6UyKjs-unsplash.jpg","777117","1","objects","","0","0","1","400","284700","420","294988","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","777849","0.0-2.0-219.0-1.0","27","31027","Female","null","","","","null","","217","","","777537","1","","","","","","300","285100","312","295408","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","778261","0.0-2.0-220.0-0.0","27","31027","Female","379","","","","68","0","218","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","777849","1","objects","","0","0","1","400","285400","412","295720","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","778574","0.0-2.0-220.0-1.0","27","31027","Female","null","","","","null","","218","","","778261","1","","","","","","300","285800","313","296132","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","778985","0.0-2.0-221.0-0.0","27","31027","Female","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/objects/ales-krivec-ZMZHcvIVgbg-unsplash.jpg","778574","1","objects","","0","1","0","400","286100","411","296445","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","779296","0.0-2.0-221.0-1.0","27","31027","Female","null","","","","null","","219","","","778985","1","","","","","","300","286500","311","296856","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","779708","0.0-2.0-222.0-0.0","27","31027","Female","36","","","","68","0","220","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg","779296","1","objects","","0","0","1","400","286800","412","297167","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","780031","0.0-2.0-222.0-1.0","27","31027","Female","null","","","","null","","220","","","779708","1","","","","","","300","287200","323","297579","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","780446","0.0-2.0-223.0-0.0","27","31027","Female","1","","","","68","0","221","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","780031","1","objects","","0","0","1","400","287500","415","297902","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","780771","0.0-2.0-223.0-1.0","27","31027","Female","null","","","","null","","221","","","780446","1","","","","","","300","287900","325","298317","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","781191","0.0-2.0-224.0-0.0","27","31027","Female","77","","","","68","0","222","","Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","780771","1","objects","","1","0","0","400","288200","420","298642","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","539","781510","0.0-2.0-224.0-1.0","27","31027","Female","null","","","","null","","222","","","781191","1","","","","","","300","288600","319","299062","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","540","781925","0.0-2.0-225.0-0.0","27","31027","Female","129","","","","75","1","223","","Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg","781510","1","objects","","0","0","0","400","288900","415","299381","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","541","782241","0.0-2.0-225.0-1.0","27","31027","Female","null","","","","null","","223","","","781925","1","","","","","","300","289300","316","299796","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","542","782656","0.0-2.0-226.0-0.0","27","31027","Female","54","","","","68","0","224","","Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg","782241","1","objects","","0","0","1","400","289600","415","300112","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","543","782980","0.0-2.0-226.0-1.0","27","31027","Female","null","","","","null","","224","","","782656","1","","","","","","300","290000","324","300527","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","544","783398","0.0-2.0-227.0-0.0","27","31027","Female","29","","","","68","0","225","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","782980","1","objects","","0","0","1","400","290300","418","300851","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","545","797425","0.0-2.0-227.0-1.0","27","31027","Female","null","","","","null","","225","","","783398","1","","","","","","14000","290700","14027","301269","14000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","546","797876","0.0-2.0-228.0-0.0","27","31027","Female","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","797425","1","faces","","0","1","0","400","304700","451","315296","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","547","798246","0.0-2.0-228.0-1.0","27","31027","Female","null","","","","null","","226","","","797876","1","","","","","","300","305100","370","315747","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","548","798678","0.0-2.0-229.0-0.0","27","31027","Female","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","798246","1","faces","","1","1","0","400","305400","432","316117","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","549","799004","0.0-2.0-229.0-1.0","27","31027","Female","null","","","","null","","227","","","798678","1","","","","","","300","305800","326","316549","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","550","799426","0.0-2.0-230.0-0.0","27","31027","Female","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/faces/janaya-dasiuk-_A2LZdUqHgA-unsplash.jpg","799004","1","faces","","0","1","0","400","306100","422","316875","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","551","799746","0.0-2.0-230.0-1.0","27","31027","Female","null","","","","null","","228","","","799426","1","","","","","","300","306500","320","317297","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","552","800186","0.0-2.0-231.0-0.0","27","31027","Female","254","","","","68","0","229","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","799746","1","faces","","0","0","1","400","306800","440","317617","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","553","800500","0.0-2.0-231.0-1.0","27","31027","Female","null","","","","null","","229","","","800186","1","","","","","","300","307200","314","318057","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","554","800916","0.0-2.0-232.0-0.0","27","31027","Female","35","","","","68","0","230","","Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg","800500","1","faces","","0","0","1","400","307500","416","318371","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","555","801230","0.0-2.0-232.0-1.0","27","31027","Female","null","","","","null","","230","","","800916","1","","","","","","300","307900","314","318787","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","556","801642","0.0-2.0-233.0-0.0","27","31027","Female","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/faces/christian-buehner-DItYlc26zVI-unsplash.jpg","801230","1","faces","","0","1","0","400","308200","412","319101","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","557","801955","0.0-2.0-233.0-1.0","27","31027","Female","null","","","","null","","231","","","801642","1","","","","","","300","308600","313","319513","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","558","802370","0.0-2.0-234.0-0.0","27","31027","Female","45","","","","68","0","232","","Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg","801955","1","faces","","0","0","1","400","308900","415","319826","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","559","802685","0.0-2.0-234.0-1.0","27","31027","Female","null","","","","null","","232","","","802370","1","","","","","","300","309300","315","320241","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","560","803101","0.0-2.0-235.0-0.0","27","31027","Female","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","802685","1","faces","","0","1","0","400","309600","416","320556","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","561","803465","0.0-2.0-235.0-1.0","27","31027","Female","null","","","","null","","233","","","803101","1","","","","","","300","310000","364","320972","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","562","803876","0.0-2.0-236.0-0.0","27","31027","Female","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/faces/prince-akachi-LWkFHEGpleE-unsplash.jpg","803465","1","faces","","0","1","0","400","310300","411","321336","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","563","804227","0.0-2.0-236.0-1.0","27","31027","Female","null","","","","null","","234","","","803876","1","","","","","","300","310700","351","321747","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","564","804646","0.0-2.0-237.0-0.0","27","31027","Female","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/faces/linkedin-sales-solutions-pAtA8xe_iVM-unsplash.jpg","804227","1","faces","","0","1","0","400","311000","419","322098","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","565","804960","0.0-2.0-237.0-1.0","27","31027","Female","null","","","","null","","235","","","804646","1","","","","","","300","311400","314","322517","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","566","805384","0.0-2.0-238.0-0.0","27","31027","Female","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","804960","1","faces","","0","1","0","400","311700","424","322831","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","567","805699","0.0-2.0-238.0-1.0","27","31027","Female","null","","","","null","","236","","","805384","1","","","","","","300","312100","315","323255","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","568","806118","0.0-2.0-239.0-0.0","27","31027","Female","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","805699","1","faces","","0","1","0","400","312400","419","323570","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","569","806436","0.0-2.0-239.0-1.0","27","31027","Female","null","","","","null","","237","","","806118","1","","","","","","300","312800","318","323989","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","570","806904","0.0-2.0-240.0-0.0","27","31027","Female","41","","","","68","0","238","","Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg","806436","1","faces","","0","0","1","400","313100","468","324307","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","571","807220","0.0-2.0-240.0-1.0","27","31027","Female","null","","","","null","","238","","","806904","1","","","","","","300","313500","316","324775","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","572","807634","0.0-2.0-241.0-0.0","27","31027","Female","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/faces/etty-fidele-nF8eo2nX374-unsplash.jpg","807220","1","faces","","0","1","0","400","313800","414","325091","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","573","807953","0.0-2.0-241.0-1.0","27","31027","Female","null","","","","null","","239","","","807634","1","","","","","","300","314200","319","325505","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","574","808373","0.0-2.0-242.0-0.0","27","31027","Female","27","","","","68","0","240","","Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg","807953","1","faces","","0","0","1","400","314500","420","325824","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","575","808684","0.0-2.0-242.0-1.0","27","31027","Female","null","","","","null","","240","","","808373","1","","","","","","300","314900","311","326244","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","576","809107","0.0-2.0-243.0-0.0","27","31027","Female","NaN","","","","null","NaN","241","","Stimuli/Experimental_stims/localizer/faces/ivana-cajina-_7LbC5J-jw4-unsplash.jpg","808684","1","faces","","0","1","0","400","315200","423","326555","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","577","809421","0.0-2.0-243.0-1.0","27","31027","Female","null","","","","null","","241","","","809107","1","","","","","","300","315600","314","326978","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","578","809838","0.0-2.0-244.0-0.0","27","31027","Female","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/faces/elijah-hiett-umfpFoKxIVg-unsplash.jpg","809421","1","faces","","0","1","0","400","315900","417","327292","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","579","810213","0.0-2.0-244.0-1.0","27","31027","Female","null","","","","null","","242","","","809838","1","","","","","","300","316300","375","327709","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","580","810626","0.0-2.0-245.0-0.0","27","31027","Female","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg","810213","1","faces","","0","1","0","400","316600","413","328084","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","581","810942","0.0-2.0-245.0-1.0","27","31027","Female","null","","","","null","","243","","","810626","1","","","","","","300","317000","316","328497","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","582","811359","0.0-2.0-246.0-0.0","27","31027","Female","2","","","","68","0","244","","Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg","810942","1","faces","","1","0","0","400","317300","417","328813","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","583","811684","0.0-2.0-246.0-1.0","27","31027","Female","null","","","","null","","244","","","811359","1","","","","","","300","317700","325","329230","300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","584","812186","0.0-2.0-247.0-0.0","27","31027","Female","197","","","","75","1","245","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-Py8F6-hRn5o-unsplash.jpg","811684","1","faces","","0","0","0","400","318000","502","329555","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","585","826206","0.0-2.0-247.0-1.0","27","31027","Female","null","","","","null","","245","","","812186","1","","","","","","14000","318400","14020","330057","14000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","586","832405","0.0-2.0-247.0-4.0-0.0","27","31027","Female","6127","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","587","894500","0.0-3.0-0.0-0.0","27","31027","Female","62078","","[{""page_index"":0,""viewing_time"":7221},{""page_index"":1,""viewing_time"":4777},{""page_index"":2,""viewing_time"":16745},{""page_index"":3,""viewing_time"":3713},{""page_index"":4,""viewing_time"":5842},{""page_index"":5,""viewing_time"":20555},{""page_index"":6,""viewing_time"":3225}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
