"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","warning","trial_duration","scramble_acc","scramble_no_response"
"","deliberation","","html-keyboard-response","253","118693","0.0-3.0-112.0-0.0","44","50477","1","null","","","","null","","55","","","117683","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","L","0","0","","original","1400","3","2","29","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","1000","3600","1010","3828","","","",""
"","deliberation_no_response","","html-keyboard-response","254","118804","0.0-3.0-112.0-3.0-0.0","44","50477","1","null","","","","null","","55","","","118693","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","4600","111","4838","1","","",""
"","iti","","html-keyboard-response","255","118916","0.0-3.0-112.0-4.0","44","50477","1","null","","","","null","","55","","","118804","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","4700","112","4949","","100","",""
"","deliberation","","html-keyboard-response","256","120232","0.0-3.0-114.0-0.0","44","50477","1","null","","","","null","","56","","","118916","","","","","","","","","","1","G","0","1300","right","scramble","3100","3","2","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","1300","4800","1316","5061","","","",""
"","scramble_prompt","","html-keyboard-response","257","120241","0.0-3.0-114.0-1.0-0.0","44","50477","1","null","","","","null","","56","","","120232","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-300","6100","9","6377","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","258","120349","0.0-3.0-114.0-3.0-0.0","44","50477","1","null","","","","null","","56","","","120241","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","5800","108","6386","1","","",""
"","iti","","html-keyboard-response","259","120468","0.0-3.0-114.0-4.0","44","50477","1","null","","","","null","","56","","","120349","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","5900","119","6494","","100","",""
"","deliberation","","html-keyboard-response","260","121486","0.0-3.0-116.0-0.0","44","50477","1","null","","","","null","","57","","","120468","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","J","0","0","","original","1500","3","2","16","45","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","1000","6000","1018","6613","","","",""
"","deliberation_no_response","","html-keyboard-response","261","121598","0.0-3.0-116.0-3.0-0.0","44","50477","1","null","","","","null","","57","","","121486","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","7000","112","7631","1","","",""
"","iti","","html-keyboard-response","262","121707","0.0-3.0-116.0-4.0","44","50477","1","null","","","","null","","57","","","121598","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","7100","109","7743","","100","",""
"","deliberation","","html-keyboard-response","263","122717","0.0-3.0-118.0-0.0","44","50477","1","null","","","","null","","58","","","121707","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","G","0","0","","original","1200","3","2","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","50","50","1000","7200","1010","7852","","","",""
"","deliberation_no_response","","html-keyboard-response","264","122832","0.0-3.0-118.0-3.0-0.0","44","50477","1","null","","","","null","","58","","","122717","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","8200","115","8862","1","","",""
"","iti","","html-keyboard-response","265","122939","0.0-3.0-118.0-4.0","44","50477","1","null","","","","null","","58","","","122832","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","8300","107","8977","","100","",""
"","deliberation","","html-keyboard-response","266","123948","0.0-3.0-120.0-0.0","44","50477","1","null","","","","null","","59","","","122939","","","","","","","","","","1","C","0","1000","left","scramble","1500","3","2","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","1000","8400","1009","9084","","","",""
"","scramble_prompt","","html-keyboard-response","267","123957","0.0-3.0-120.0-1.0-0.0","44","50477","1","null","","","","null","","59","","","123948","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","0","9400","9","10093","","0","0","1"
"","deliberation_no_response","","html-keyboard-response","268","124064","0.0-3.0-120.0-3.0-0.0","44","50477","1","null","","","","null","","59","","","123957","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","9400","107","10102","1","","",""
"","iti","","html-keyboard-response","269","124175","0.0-3.0-120.0-4.0","44","50477","1","null","","","","null","","59","","","124064","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","9500","111","10209","","100","",""
"","deliberation","","html-keyboard-response","270","125285","0.0-3.0-122.0-0.0","44","50477","1","null","","","","null","","60","","","124175","","","","","","","","","","1","F","0","1100","left","scramble","1500","3","2","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1100","9600","1110","10320","","","",""
"","scramble_prompt","","html-keyboard-response","271","125294","0.0-3.0-122.0-1.0-0.0","44","50477","1","null","","","","null","","60","","","125285","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","10700","9","11430","","-100","0","1"
"","deliberation_no_response","","html-keyboard-response","272","125405","0.0-3.0-122.0-3.0-0.0","44","50477","1","null","","","","null","","60","","","125294","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","10600","111","11439","1","","",""
"","iti","","html-keyboard-response","273","125517","0.0-3.0-122.0-4.0","44","50477","1","null","","","","null","","60","","","125405","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","10700","112","11550","","100","",""
"","deliberation","","html-keyboard-response","274","126528","0.0-3.0-124.0-0.0","44","50477","1","null","","","","null","","61","","","125517","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","I","0","0","","original","1500","3","2","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","1000","10800","1011","11662","","","",""
"","deliberation_no_response","","html-keyboard-response","275","126640","0.0-3.0-124.0-3.0-0.0","44","50477","1","null","","","","null","","61","","","126528","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","11800","112","12673","1","","",""
"","iti","","html-keyboard-response","276","126752","0.0-3.0-124.0-4.0","44","50477","1","null","","","","null","","61","","","126640","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","11900","112","12785","","100","",""
"","deliberation","","html-keyboard-response","277","127766","0.0-3.0-126.0-0.0","44","50477","1","null","","","","null","","62","","","126752","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","A","0","0","","original","3200","3","2","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","1000","12000","1014","12897","","","",""
"","deliberation_no_response","","html-keyboard-response","278","127878","0.0-3.0-126.0-3.0-0.0","44","50477","1","null","","","","null","","62","","","127766","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","13000","112","13911","1","","",""
"","iti","","html-keyboard-response","279","127987","0.0-3.0-126.0-4.0","44","50477","1","null","","","","null","","62","","","127878","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","13100","109","14023","","100","",""
"","deliberation","","html-keyboard-response","280","129400","0.0-3.0-128.0-0.0","44","50477","1","null","","","","null","","63","","","127987","","","","","","","","","","1","A","0","1400","left","scramble","1600","3","2","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","NaN","NaN","1400","13200","1413","14132","","","",""
"","scramble_prompt","","html-keyboard-response","281","129409","0.0-3.0-128.0-1.0-0.0","44","50477","1","null","","","","null","","63","","","129400","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-400","14600","9","15545","","-400","0","1"
"","deliberation_no_response","","html-keyboard-response","282","129519","0.0-3.0-128.0-3.0-0.0","44","50477","1","null","","","","null","","63","","","129409","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","14200","110","15554","1","","",""
"","iti","","html-keyboard-response","283","129632","0.0-3.0-128.0-4.0","44","50477","1","null","","","","null","","63","","","129519","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","14300","113","15664","","100","",""
"","deliberation","","html-keyboard-response","284","130648","0.0-3.0-130.0-0.0","44","50477","1","null","","","","null","","64","","","129632","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","C","0","0","","original","2000","3","2","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","50","1000","14400","1016","15777","","","",""
"","deliberation_no_response","","html-keyboard-response","285","130760","0.0-3.0-130.0-3.0-0.0","44","50477","1","null","","","","null","","64","","","130648","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","15400","112","16793","1","","",""
"","iti","","html-keyboard-response","286","130867","0.0-3.0-130.0-4.0","44","50477","1","null","","","","null","","64","","","130760","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","15500","107","16905","","100","",""
"","deliberation","","html-keyboard-response","287","131780","0.0-3.0-132.0-0.0","44","50477","1","null","","","","null","","65","","","130867","","","","","","","","","","1","E","0","900","right","scramble","1800","3","2","46","34","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","900","15600","913","17012","","","",""
"","scramble_prompt","","html-keyboard-response","288","131893","0.0-3.0-132.0-1.0-0.0","44","50477","1","null","","","","null","","65","","","131780","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","100","16500","113","17925","","100","0","1"
"","deliberation_no_response","","html-keyboard-response","289","132008","0.0-3.0-132.0-3.0-0.0","44","50477","1","null","","","","null","","65","","","131893","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","16600","115","18038","1","","",""
"","iti","","html-keyboard-response","290","132118","0.0-3.0-132.0-4.0","44","50477","1","null","","","","null","","65","","","132008","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","16700","110","18153","","100","",""
"","deliberation","","html-keyboard-response","291","133532","0.0-3.0-134.0-0.0","44","50477","1","null","","","","null","","66","","","132118","","","","","","","","","","1","B","0","1400","right","scramble","2400","3","2","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","1400","16800","1414","18263","","","",""
"","scramble_prompt","","html-keyboard-response","292","133541","0.0-3.0-134.0-1.0-0.0","44","50477","1","null","","","","null","","66","","","133532","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-400","18200","9","19677","","-400","0","1"
"","deliberation_no_response","","html-keyboard-response","293","133647","0.0-3.0-134.0-3.0-0.0","44","50477","1","null","","","","null","","66","","","133541","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","17800","106","19686","1","","",""
"","iti","","html-keyboard-response","294","133760","0.0-3.0-134.0-4.0","44","50477","1","null","","","","null","","66","","","133647","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","17900","113","19792","","100","",""
"","deliberation","","html-keyboard-response","295","134772","0.0-3.0-136.0-0.0","44","50477","1","null","","","","null","","67","","","133760","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","K","0","0","","original","1100","3","2","32","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","1000","18000","1012","19905","","","",""
"","deliberation_no_response","","html-keyboard-response","296","134888","0.0-3.0-136.0-3.0-0.0","44","50477","1","null","","","","null","","67","","","134772","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","19000","116","20917","1","","",""
"","iti","","html-keyboard-response","297","135000","0.0-3.0-136.0-4.0","44","50477","1","null","","","","null","","67","","","134888","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","19100","112","21033","","100","",""
"","deliberation","","html-keyboard-response","298","136012","0.0-3.0-138.0-0.0","44","50477","1","null","","","","null","","68","","","135000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","E","0","0","","original","3300","3","2","46","34","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","1000","19200","1012","21145","","","",""
"","deliberation_no_response","","html-keyboard-response","299","136127","0.0-3.0-138.0-3.0-0.0","44","50477","1","null","","","","null","","68","","","136012","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","20200","115","22157","1","","",""
"","iti","","html-keyboard-response","300","136240","0.0-3.0-138.0-4.0","44","50477","1","null","","","","null","","68","","","136127","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","20300","113","22272","","100","",""
"","deliberation","","html-keyboard-response","301","136947","0.0-3.0-140.0-0.0","44","50477","1","null","","","","null","","69","","","136240","","","","","","","","","","1","J","0","700","right","scramble","2200","3","2","16","45","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","NaN","NaN","700","20400","707","22385","","","",""
"","scramble_prompt","","html-keyboard-response","302","137259","0.0-3.0-140.0-1.0-0.0","44","50477","1","null","","","","null","","69","","","136947","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","300","21100","312","23092","","300","0","1"
"","deliberation_no_response","","html-keyboard-response","303","137372","0.0-3.0-140.0-3.0-0.0","44","50477","1","null","","","","null","","69","","","137259","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","21400","113","23404","1","","",""
"","iti","","html-keyboard-response","304","137488","0.0-3.0-140.0-4.0","44","50477","1","null","","","","null","","69","","","137372","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","21500","116","23517","","100","",""
"","deliberation","","html-keyboard-response","305","138504","0.0-3.0-142.0-0.0","44","50477","1","null","","","","null","","70","","","137488","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","B","0","0","","original","2000","3","2","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","1000","21600","1016","23633","","","",""
"","deliberation_no_response","","html-keyboard-response","306","138611","0.0-3.0-142.0-3.0-0.0","44","50477","1","null","","","","null","","70","","","138504","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","22600","107","24649","1","","",""
"","iti","","html-keyboard-response","307","138729","0.0-3.0-142.0-4.0","44","50477","1","null","","","","null","","70","","","138611","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","22700","118","24756","","100","",""
"","deliberation","","html-keyboard-response","308","140235","0.0-3.0-144.0-0.0","44","50477","1","null","","","","null","","71","","","138729","","","","","","","","","","1","D","0","1500","right","scramble","2100","3","2","44","19","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","1500","22800","1506","24874","","","",""
"","scramble_prompt","","html-keyboard-response","309","140245","0.0-3.0-144.0-1.0-0.0","44","50477","1","null","","","","null","","71","","","140235","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-500","24300","10","26380","","-500","0","1"
"","deliberation_no_response","","html-keyboard-response","310","140356","0.0-3.0-144.0-3.0-0.0","44","50477","1","null","","","","null","","71","","","140245","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","23800","111","26390","1","","",""
"","iti","","html-keyboard-response","311","140469","0.0-3.0-144.0-4.0","44","50477","1","null","","","","null","","71","","","140356","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","23900","113","26501","","100","",""
"","deliberation","","html-keyboard-response","312","141486","0.0-3.0-146.0-0.0","44","50477","1","null","","","","null","","72","","","140469","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","H","0","0","","original","1200","3","2","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","1000","24000","1017","26614","","","",""
"","deliberation_no_response","","html-keyboard-response","313","141600","0.0-3.0-146.0-3.0-0.0","44","50477","1","null","","","","null","","72","","","141486","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","25000","114","27631","1","","",""
"","iti","","html-keyboard-response","314","141710","0.0-3.0-146.0-4.0","44","50477","1","null","","","","null","","72","","","141600","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","25100","110","27745","","100","",""
"","deliberation","","html-keyboard-response","315","142927","0.0-3.0-148.0-0.0","44","50477","1","null","","","","null","","73","","","141710","","","","","","","","","","1","L","0","1200","left","scramble","3400","3","2","29","17","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","1200","25200","1217","27855","","","",""
"","scramble_prompt","","html-keyboard-response","316","142937","0.0-3.0-148.0-1.0-0.0","44","50477","1","null","","","","null","","73","","","142927","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-200","26400","10","29072","","-200","0","1"
"","deliberation_no_response","","html-keyboard-response","317","143045","0.0-3.0-148.0-3.0-0.0","44","50477","1","null","","","","null","","73","","","142937","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","26200","108","29082","1","","",""
"","iti","","html-keyboard-response","318","143157","0.0-3.0-148.0-4.0","44","50477","1","null","","","","null","","73","","","143045","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","26300","112","29190","","100","",""
"","deliberation","","html-keyboard-response","319","144266","0.0-3.0-150.0-0.0","44","50477","1","null","","","","null","","74","","","143157","","","","","","","","","","1","I","0","1100","right","scramble","2300","3","2","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","1100","26400","1109","29302","","","",""
"","scramble_prompt","","html-keyboard-response","320","144276","0.0-3.0-150.0-1.0-0.0","44","50477","1","null","","","","null","","74","","","144266","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","27500","10","30411","","-100","0","1"
"","deliberation_no_response","","html-keyboard-response","321","144384","0.0-3.0-150.0-3.0-0.0","44","50477","1","null","","","","null","","74","","","144276","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","27400","108","30421","1","","",""
"","iti","","html-keyboard-response","322","144491","0.0-3.0-150.0-4.0","44","50477","1","null","","","","null","","74","","","144384","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","27500","107","30529","","100","",""
"","deliberation","","html-keyboard-response","323","145503","0.0-3.0-152.0-0.0","44","50477","1","null","","","","null","","75","","","144491","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","D","0","0","","original","2200","3","2","44","19","objects","faces","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","1000","27600","1012","30636","","","",""
"","deliberation_no_response","","html-keyboard-response","324","145617","0.0-3.0-152.0-3.0-0.0","44","50477","1","null","","","","null","","75","","","145503","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","28600","114","31648","1","","",""
"","iti","","html-keyboard-response","325","145724","0.0-3.0-152.0-4.0","44","50477","1","null","","","","null","","75","","","145617","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","28700","107","31762","","100","",""
"","deliberation","","html-keyboard-response","326","146736","0.0-3.0-154.0-0.0","44","50477","1","null","","","","null","","76","","","145724","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","G","0","0","","original","2100","4","2","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","50","50","1000","28800","1012","31869","","","",""
"","deliberation_no_response","","html-keyboard-response","327","146844","0.0-3.0-154.0-3.0-0.0","44","50477","1","null","","","","null","","76","","","146736","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","29800","108","32881","1","","",""
"","iti","","html-keyboard-response","328","146958","0.0-3.0-154.0-4.0","44","50477","1","null","","","","null","","76","","","146844","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","29900","114","32989","","100","",""
"","deliberation","","html-keyboard-response","329","147471","0.0-3.0-156.0-0.0","44","50477","1","null","","","","null","","77","","","146958","","","","","","","","","","1","A","0","500","left","scramble","1200","4","2","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","NaN","NaN","500","30000","513","33103","","","",""
"","scramble_prompt","","html-keyboard-response","330","147983","0.0-3.0-156.0-1.0-0.0","44","50477","1","null","","","","null","","77","","","147471","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","500","30500","512","33616","","500","0","1"
"","deliberation_no_response","","html-keyboard-response","331","148091","0.0-3.0-156.0-3.0-0.0","44","50477","1","null","","","","null","","77","","","147983","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","31000","108","34128","1","","",""
"","iti","","html-keyboard-response","332","148208","0.0-3.0-156.0-4.0","44","50477","1","null","","","","null","","77","","","148091","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","31100","117","34236","","100","",""
"","deliberation","","html-keyboard-response","333","149219","0.0-3.0-158.0-0.0","44","50477","1","null","","","","null","","78","","","148208","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","I","0","0","","original","3000","4","2","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","1000","31200","1011","34353","","","",""
"","deliberation_no_response","","html-keyboard-response","334","149336","0.0-3.0-158.0-3.0-0.0","44","50477","1","null","","","","null","","78","","","149219","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","32200","117","35364","1","","",""
"","iti","","html-keyboard-response","335","149447","0.0-3.0-158.0-4.0","44","50477","1","null","","","","null","","78","","","149336","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","32300","111","35481","","100","",""
"","deliberation","","html-keyboard-response","336","150459","0.0-3.0-160.0-0.0","44","50477","1","null","","","","null","","79","","","149447","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","F","0","0","","original","1200","4","2","14","35","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","1000","32400","1012","35592","","","",""
"","deliberation_no_response","","html-keyboard-response","337","150575","0.0-3.0-160.0-3.0-0.0","44","50477","1","null","","","","null","","79","","","150459","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","33400","116","36604","1","","",""
"","iti","","html-keyboard-response","338","150685","0.0-3.0-160.0-4.0","44","50477","1","null","","","","null","","79","","","150575","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","33500","110","36720","","100","",""
"","deliberation","","html-keyboard-response","339","151998","0.0-3.0-162.0-0.0","44","50477","1","null","","","","null","","80","","","150685","","","","","","","","","","1","J","0","1300","right","scramble","2100","4","2","16","45","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","NaN","NaN","1300","33600","1313","36830","","","",""
"","scramble_prompt","","html-keyboard-response","340","152008","0.0-3.0-162.0-1.0-0.0","44","50477","1","null","","","","null","","80","","","151998","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-300","34900","10","38143","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","341","152116","0.0-3.0-162.0-3.0-0.0","44","50477","1","null","","","","null","","80","","","152008","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","34600","108","38153","1","","",""
"","iti","","html-keyboard-response","342","152227","0.0-3.0-162.0-4.0","44","50477","1","null","","","","null","","80","","","152116","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","34700","111","38261","","100","",""
"","deliberation","","html-keyboard-response","343","153235","0.0-3.0-164.0-0.0","44","50477","1","null","","","","null","","81","","","152227","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","J","0","0","","original","1300","4","2","16","45","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","1000","34800","1008","38372","","","",""
