"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","memory_no_response","","html-keyboard-response","2119","732663","0.0-6.0-4.0-2.0-0.0","NaN","19377","","null","","","","null","","2","","","0","","","","1","","0.1","17.38999999999998","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2120","732770","0.0-6.0-4.0-3.0","NaN","19377","","null","","","","null","","2","","","0","","","","","","0.1","17.48999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","2121","734627","0.0-6.0-4.0-4.0-0.0","NaN","19377","","1852","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","2122","735684","0.0-6.0-4.0-4.0-1.0","NaN","19377","","1052","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2123","735795","0.0-6.0-5.0-0.0","NaN","19377","","null","","","","null","","3","","","1","","","","1","","0.1","0","","0","","","","1200","1","33","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2124","735910","0.0-6.0-5.0-2.0-0.0","NaN","19377","","null","","","","null","","3","","","1","","","","1","","0.1","0.1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2125","736018","0.0-6.0-5.0-3.0","NaN","19377","","null","","","","null","","3","","","1","","","","","","0.1","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2126","736136","0.0-6.0-6.0-0.0","NaN","19377","","null","","","","null","","4","","","1","","","","1","","0.1","0.30000000000000004","","0","","","","2100","1","31","3","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2127","736246","0.0-6.0-6.0-2.0-0.0","NaN","19377","","null","","","","null","","4","","","1","","","","1","","0.1","0.4","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2128","736358","0.0-6.0-6.0-3.0","NaN","19377","","null","","","","null","","4","","","1","","","","","","0.1","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2129","736470","0.0-6.0-7.0-0.0","NaN","19377","","null","","","","null","","5","","","1","","","","1","","0.1","0.6","K","0","","","","2300","1","33","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2130","736580","0.0-6.0-7.0-2.0-0.0","NaN","19377","","null","","","","null","","5","","","1","","","","1","","0.1","0.7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2131","736695","0.0-6.0-7.0-3.0","NaN","19377","","null","","","","null","","5","","","1","","","","","","0.1","0.7999999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2132","736802","0.0-6.0-8.0-0.0","NaN","19377","","null","","","","null","","6","","","1","","","","1","","0.1","0.8999999999999999","","0","","","","1800","1","15","46","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2133","736917","0.0-6.0-8.0-2.0-0.0","NaN","19377","","null","","","","null","","6","","","1","","","","1","","0.1","0.9999999999999999","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2134","737029","0.0-6.0-8.0-3.0","NaN","19377","","null","","","","null","","6","","","1","","","","","","0.1","1.0999999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2135","737140","0.0-6.0-9.0-0.0","NaN","19377","","null","","","","null","","7","","","1","","","","1","","0.1","1.2","","0","","","","1600","1","29","9","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2136","737252","0.0-6.0-9.0-2.0-0.0","NaN","19377","","null","","","","null","","7","","","1","","","","1","","0.1","1.3","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2137","737367","0.0-6.0-9.0-3.0","NaN","19377","","null","","","","null","","7","","","1","","","","","","0.1","1.4000000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2138","737481","0.0-6.0-10.0-0.0","NaN","19377","","null","","","","null","","8","","","1","","","","1","","0.1","1.5000000000000002","J","0","","","","2100","1","15","37","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2139","737596","0.0-6.0-10.0-2.0-0.0","NaN","19377","","null","","","","null","","8","","","1","","","","1","","0.1","1.6000000000000003","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2140","737712","0.0-6.0-10.0-3.0","NaN","19377","","null","","","","null","","8","","","1","","","","","","0.1","1.7000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2141","737831","0.0-6.0-11.0-0.0","NaN","19377","","null","","","","null","","9","","","1","","","","1","","0.1","1.8000000000000005","D","0","","","","2600","1","41","13","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2142","737942","0.0-6.0-11.0-2.0-0.0","NaN","19377","","null","","","","null","","9","","","1","","","","1","","0.1","1.9000000000000006","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2143","738053","0.0-6.0-11.0-3.0","NaN","19377","","null","","","","null","","9","","","1","","","","","","0.1","2.0000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2144","738167","0.0-6.0-12.0-0.0","NaN","19377","","null","","","","null","","10","","","1","","","","1","","0.1","2.1000000000000005","","0","","","","1300","1","18","44","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2145","738279","0.0-6.0-12.0-2.0-0.0","NaN","19377","","null","","","","null","","10","","","1","","","","1","","0.1","2.2000000000000006","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2146","738387","0.0-6.0-12.0-3.0","NaN","19377","","null","","","","null","","10","","","1","","","","","","0.1","2.3000000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2147","738502","0.0-6.0-13.0-0.0","NaN","19377","","null","","","","null","","11","","","1","","","","1","","0.1","2.400000000000001","","0","","","","4800","1","16","37","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2148","738612","0.0-6.0-13.0-2.0-0.0","NaN","19377","","null","","","","null","","11","","","1","","","","1","","0.1","2.500000000000001","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2149","738725","0.0-6.0-13.0-3.0","NaN","19377","","null","","","","null","","11","","","1","","","","","","0.1","2.600000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2150","738836","0.0-6.0-14.0-0.0","NaN","19377","","null","","","","null","","12","","","1","","","","1","","0.1","2.700000000000001","H","0","","","","2000","1","12","6","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2151","738952","0.0-6.0-14.0-2.0-0.0","NaN","19377","","null","","","","null","","12","","","1","","","","1","","0.1","2.800000000000001","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2152","739070","0.0-6.0-14.0-3.0","NaN","19377","","null","","","","null","","12","","","1","","","","","","0.1","2.9000000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2153","739180","0.0-6.0-15.0-0.0","NaN","19377","","null","","","","null","","13","","","1","","","","1","","0.1","3.0000000000000013","","0","","","","1900","1","32","8","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2154","739292","0.0-6.0-15.0-2.0-0.0","NaN","19377","","null","","","","null","","13","","","1","","","","1","","0.1","3.1000000000000014","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2155","739404","0.0-6.0-15.0-3.0","NaN","19377","","null","","","","null","","13","","","1","","","","","","0.1","3.2000000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2156","739517","0.0-6.0-16.0-0.0","NaN","19377","","null","","","","null","","14","","","1","","","","1","","0.1","3.3000000000000016","I","0","","","","1600","1","34","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2157","739632","0.0-6.0-16.0-2.0-0.0","NaN","19377","","null","","","","null","","14","","","1","","","","1","","0.1","3.4000000000000017","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2158","739745","0.0-6.0-16.0-3.0","NaN","19377","","null","","","","null","","14","","","1","","","","","","0.1","3.5000000000000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2159","739860","0.0-6.0-17.0-0.0","NaN","19377","","null","","","","null","","15","","","1","","","","1","","0.1","3.600000000000002","","0","","","","1700","1","5","35","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2160","739973","0.0-6.0-17.0-2.0-0.0","NaN","19377","","null","","","","null","","15","","","1","","","","1","","0.1","3.700000000000002","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2161","740086","0.0-6.0-17.0-3.0","NaN","19377","","null","","","","null","","15","","","1","","","","","","0.1","3.800000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2162","740196","0.0-6.0-18.0-0.0","NaN","19377","","null","","","","null","","16","","","1","","","","1","","0.1","3.900000000000002","B","0","","","","1200","1","9","18","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2163","740308","0.0-6.0-18.0-2.0-0.0","NaN","19377","","null","","","","null","","16","","","1","","","","1","","0.1","4.000000000000002","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2164","740424","0.0-6.0-18.0-3.0","NaN","19377","","null","","","","null","","16","","","1","","","","","","0.1","4.100000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2165","740542","0.0-6.0-19.0-0.0","NaN","19377","","null","","","","null","","17","","","1","","","","1","","0.1","4.200000000000001","","0","","","","4200","1","41","19","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2166","740652","0.0-6.0-19.0-2.0-0.0","NaN","19377","","null","","","","null","","17","","","1","","","","1","","0.1","4.300000000000001","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2167","740765","0.0-6.0-19.0-3.0","NaN","19377","","null","","","","null","","17","","","1","","","","","","0.1","4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2168","740876","0.0-6.0-20.0-0.0","NaN","19377","","null","","","","null","","18","","","1","","","","1","","0.1","4.5","A","0","","","","1100","1","5","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2169","740993","0.0-6.0-20.0-2.0-0.0","NaN","19377","","null","","","","null","","18","","","1","","","","1","","0.1","4.6","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2170","741113","0.0-6.0-20.0-3.0","NaN","19377","","null","","","","null","","18","","","1","","","","","","0.1","4.699999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2171","741231","0.0-6.0-21.0-0.0","NaN","19377","","null","","","","null","","19","","","1","","","","1","","0.1","4.799999999999999","E","0","","","","2900","1","44","31","objects","body_parts","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2172","741342","0.0-6.0-21.0-2.0-0.0","NaN","19377","","null","","","","null","","19","","","1","","","","1","","0.1","4.899999999999999","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2173","741452","0.0-6.0-21.0-3.0","NaN","19377","","null","","","","null","","19","","","1","","","","","","0.1","4.999999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2174","741566","0.0-6.0-22.0-0.0","NaN","19377","","null","","","","null","","20","","","1","","","","1","","0.1","5.099999999999998","","0","","","","1000","1","13","39","faces","objects","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2175","741676","0.0-6.0-22.0-2.0-0.0","NaN","19377","","null","","","","null","","20","","","1","","","","1","","0.1","5.1999999999999975","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2176","741790","0.0-6.0-22.0-3.0","NaN","19377","","null","","","","null","","20","","","1","","","","","","0.1","5.299999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2177","741901","0.0-6.0-23.0-0.0","NaN","19377","","null","","","","null","","21","","","1","","","","1","","0.1","5.399999999999997","G","0","","","","2900","1","39","8","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2178","742010","0.0-6.0-23.0-2.0-0.0","NaN","19377","","null","","","","null","","21","","","1","","","","1","","0.1","5.4999999999999964","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2179","742127","0.0-6.0-23.0-3.0","NaN","19377","","null","","","","null","","21","","","1","","","","","","0.1","5.599999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2180","742246","0.0-6.0-24.0-0.0","NaN","19377","","null","","","","null","","22","","","1","","","","1","","0.1","5.699999999999996","L","0","","","","1600","1","32","19","body_parts","faces","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2181","742358","0.0-6.0-24.0-2.0-0.0","NaN","19377","","null","","","","null","","22","","","1","","","","1","","0.1","5.799999999999995","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2182","742469","0.0-6.0-24.0-3.0","NaN","19377","","null","","","","null","","22","","","1","","","","","","0.1","5.899999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2183","742584","0.0-6.0-25.0-0.0","NaN","19377","","null","","","","null","","23","","","1","","","","1","","0.1","5.999999999999995","","0","","","","3000","1","6","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2184","742705","0.0-6.0-25.0-2.0-0.0","NaN","19377","","null","","","","null","","23","","","1","","","","1","","0.1","6.099999999999994","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2185","742819","0.0-6.0-25.0-3.0","NaN","19377","","null","","","","null","","23","","","1","","","","","","0.1","6.199999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2186","742933","0.0-6.0-26.0-0.0","NaN","19377","","null","","","","null","","24","","","1","","","","1","","0.1","6.299999999999994","C","0","","","","2100","1","3","35","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2187","743045","0.0-6.0-26.0-2.0-0.0","NaN","19377","","null","","","","null","","24","","","1","","","","1","","0.1","6.399999999999993","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2188","743155","0.0-6.0-26.0-3.0","NaN","19377","","null","","","","null","","24","","","1","","","","","","0.1","6.499999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2189","743267","0.0-6.0-27.0-0.0","NaN","19377","","null","","","","null","","25","","","1","","","","1","","0.1","6.5999999999999925","","0","","","","1400","1","45","12","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2190","743379","0.0-6.0-27.0-2.0-0.0","NaN","19377","","null","","","","null","","25","","","1","","","","1","","0.1","6.699999999999992","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2191","743492","0.0-6.0-27.0-3.0","NaN","19377","","null","","","","null","","25","","","1","","","","","","0.1","6.799999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2192","743602","0.0-6.0-28.0-0.0","NaN","19377","","null","","","","null","","26","","","1","","","","1","","0.1","6.8999999999999915","F","0","","","","1200","1","16","29","faces","body_parts","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2193","743718","0.0-6.0-28.0-2.0-0.0","NaN","19377","","null","","","","null","","26","","","1","","","","1","","0.1","6.999999999999991","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2194","743832","0.0-6.0-28.0-3.0","NaN","19377","","null","","","","null","","26","","","1","","","","","","0.1","7.099999999999991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2195","743953","0.0-6.0-29.0-0.0","NaN","19377","","null","","","","null","","27","","","1","","","","1","","0.1","7.19999999999999","","0","","","","1300","2","33","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2196","744071","0.0-6.0-29.0-2.0-0.0","NaN","19377","","null","","","","null","","27","","","1","","","","1","","0.1","7.29999999999999","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2197","744180","0.0-6.0-29.0-3.0","NaN","19377","","null","","","","null","","27","","","1","","","","","","0.1","7.39999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
