"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","memory_confirmation_trial","","html-keyboard-response","2280","2981492","0.0-6.0-53.0-1.0-0.0","24","25736","female","null","","","","null","","51","","","2980017","1","","","","","","1448","168052","1475","172031","1448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2281","2983436","0.0-6.0-53.0-3.0","24","25736","female","null","","","","null","","51","","","2981492","1","","","","","","1900","169500","1944","173506","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2282","2983535","0.0-6.0-54.0-0.0","24","25736","female","73","","","","68","","52","","","2983436","1","","","","0","","73","171400","99","175450","","","","","","","","","","","","0","","","","1800","3","0","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2283","2984989","0.0-6.0-54.0-1.0-0.0","24","25736","female","null","","","","null","","52","","","2983535","1","","","","","","1427","171473","1454","175549","1427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2284","2986810","0.0-6.0-54.0-3.0","24","25736","female","null","","","","null","","52","","","2984989","1","","","","","","1800","172900","1821","177003","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2285","2986936","0.0-6.0-55.0-0.0","24","25736","female","112","","","","75","","53","","","2986810","1","","","","0","","112","174700","126","178824","","","","","","","","","","","C","0","","","","1300","3","10","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2286","2988349","0.0-6.0-55.0-1.0-0.0","24","25736","female","null","","","","null","","53","","","2986936","1","","","","","","1388","174812","1413","178950","1388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2287","2989666","0.0-6.0-55.0-3.0","24","25736","female","null","","","","null","","53","","","2988349","1","","","","","","1300","176200","1317","180363","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2288","2989728","0.0-6.0-56.0-0.0","24","25736","female","44","","","","68","","54","","","2989666","1","","","","0","","44","177500","62","181680","","","","","","","","","","","L","0","","","","2500","3","29","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2289","2991336","0.0-6.0-56.0-1.0-0.0","24","25736","female","null","","","","null","","54","","","2989728","1","","","","","","1456","177544","1608","181742","1456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2290","2993847","0.0-6.0-56.0-3.0","24","25736","female","null","","","","null","","54","","","2991336","1","","","","","","2500","179000","2511","183350","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2291","2994291","0.0-6.0-57.0-0.0","24","25736","female","432","","","","68","","55","","","2993847","1","","","","0","","432","181500","444","185861","","","","","","","","","","","","0","","","","2900","3","21","37","faces","objects","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2292","2995401","0.0-6.0-57.0-1.0-0.0","24","25736","female","null","","","","null","","55","","","2994291","1","","","","","","1068","181932","1110","186305","1068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2293","2998321","0.0-6.0-57.0-3.0","24","25736","female","null","","","","null","","55","","","2995401","1","","","","","","2900","183000","2920","187415","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2294","2998431","0.0-6.0-58.0-0.0","24","25736","female","80","","","","68","","56","","","2998321","1","","","","0","","80","185900","110","190335","","","","","","","","","","","D","0","","","","2200","3","37","22","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2295","2999883","0.0-6.0-58.0-1.0-0.0","24","25736","female","null","","","","null","","56","","","2998431","1","","","","","","1420","185980","1452","190445","1420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2296","3002168","0.0-6.0-58.0-3.0","24","25736","female","null","","","","null","","56","","","2999883","1","","","","","","2200","187400","2285","191897","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2297","3002260","0.0-6.0-59.0-0.0","24","25736","female","70","","","","68","","57","","","3002168","1","","","","0","","70","189600","92","194182","","","","","","","","","","","","0","","","","1300","3","12","42","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2298","3003742","0.0-6.0-59.0-1.0-0.0","24","25736","female","null","","","","null","","57","","","3002260","1","","","","","","1430","189670","1482","194274","1430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2299","3005058","0.0-6.0-59.0-3.0","24","25736","female","null","","","","null","","57","","","3003742","1","","","","","","1300","191100","1316","195756","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2300","3005244","0.0-6.0-60.0-0.0","24","25736","female","167","","","","68","","58","","","3005058","1","","","","0","","167","192400","186","197072","","","","","","","","","","","H","0","","","","2200","3","21","2","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2301","3006611","0.0-6.0-60.0-1.0-0.0","24","25736","female","null","","","","null","","58","","","3005244","1","","","","","","1333","192567","1367","197258","1333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2302","3008837","0.0-6.0-60.0-3.0","24","25736","female","null","","","","null","","58","","","3006611","1","","","","","","2200","193900","2226","198625","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2303","3009000","0.0-6.0-61.0-0.0","24","25736","female","143","","","","68","","59","","","3008837","1","","","","0","","143","196100","163","200851","","","","","","","","","","","","0","","","","2500","3","46","17","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2304","3010382","0.0-6.0-61.0-1.0-0.0","24","25736","female","null","","","","null","","59","","","3009000","1","","","","","","1357","196243","1382","201014","1357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2305","3012936","0.0-6.0-61.0-3.0","24","25736","female","null","","","","null","","59","","","3010382","1","","","","","","2500","197600","2554","202396","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2306","3012962","0.0-6.0-62.0-0.0","24","25736","female","1","","","","75","","60","","","3012936","1","","","","0","","1","200100","26","204950","","","","","","","","","","","G","0","","","","4500","3","36","7","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2307","3014483","0.0-6.0-62.0-1.0-0.0","24","25736","female","null","","","","null","","60","","","3012962","1","","","","","","1499","200101","1521","204976","1499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2308","3019025","0.0-6.0-62.0-3.0","24","25736","female","null","","","","null","","60","","","3014483","1","","","","","","4500","201600","4542","206497","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2309","3019322","0.0-6.0-63.0-0.0","24","25736","female","276","","","","68","","61","","","3019025","1","","","","0","","276","206100","297","211039","","","","","","","","","","","","0","","","","1900","3","23","40","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2310","3020571","0.0-6.0-63.0-1.0-0.0","24","25736","female","null","","","","null","","61","","","3019322","1","","","","","","1224","206376","1249","211336","1224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2311","3022499","0.0-6.0-63.0-3.0","24","25736","female","null","","","","null","","61","","","3020571","1","","","","","","1900","207600","1928","212585","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2312","3022606","0.0-6.0-64.0-0.0","24","25736","female","94","","","","68","","62","","","3022499","1","","","","0","","94","209500","107","214513","","","","","","","","","","","F","0","","","","2200","3","14","27","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2313","3024039","0.0-6.0-64.0-1.0-0.0","24","25736","female","null","","","","null","","62","","","3022606","1","","","","","","1406","209594","1433","214620","1406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2314","3026267","0.0-6.0-64.0-3.0","24","25736","female","null","","","","null","","62","","","3024039","1","","","","","","2200","211000","2228","216053","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2315","3026290","0.0-6.0-65.0-0.0","24","25736","female","3","","","","68","","63","","","3026267","1","","","","0","","3","213200","23","218281","","","","","","","","","","","A","0","","","","1200","3","3","42","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2316","3027804","0.0-6.0-65.0-1.0-0.0","24","25736","female","null","","","","null","","63","","","3026290","1","","","","","","1497","213203","1514","218304","1497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2317","3029034","0.0-6.0-65.0-3.0","24","25736","female","null","","","","null","","63","","","3027804","1","","","","","","1200","214700","1230","219818","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2318","3029299","0.0-6.0-66.0-0.0","24","25736","female","241","","","","68","","64","","","3029034","1","","","","0","","241","215900","265","221048","","","","","","","","","","","","0","","","","1500","3","29","3","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2319","3030576","0.0-6.0-66.0-1.0-0.0","24","25736","female","null","","","","null","","64","","","3029299","1","","","","","","1259","216141","1277","221313","1259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2320","3032094","0.0-6.0-66.0-3.0","24","25736","female","null","","","","null","","64","","","3030576","1","","","","","","1500","217400","1518","222590","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2321","3032294","0.0-6.0-67.0-0.0","24","25736","female","186","","","","75","","65","","","3032094","1","","","","0","","186","218900","200","224108","","","","","","","","","","","","0","","","","1500","3","35","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2322","3033637","0.0-6.0-67.0-1.0-0.0","24","25736","female","null","","","","null","","65","","","3032294","1","","","","","","1314","219086","1343","224308","1314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2323","3035156","0.0-6.0-67.0-3.0","24","25736","female","null","","","","null","","65","","","3033637","1","","","","","","1500","220400","1519","225651","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2324","3035364","0.0-6.0-68.0-0.0","24","25736","female","145","","","","75","","66","","","3035156","1","","","","0","","145","221900","208","227170","","","","","","","","","","","E","0","","","","4300","3","43","28","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2325","3036742","0.0-6.0-68.0-1.0-0.0","24","25736","female","null","","","","null","","66","","","3035364","1","","","","","","1355","222045","1378","227378","1355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2326","3041054","0.0-6.0-68.0-3.0","24","25736","female","null","","","","null","","66","","","3036742","1","","","","","","4300","223400","4312","228756","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2327","3041161","0.0-6.0-69.0-0.0","24","25736","female","98","","","","68","","67","","","3041054","1","","","","0","","98","227700","107","233068","","","","","","","","","","","J","0","","","","1000","3","23","46","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2328","3042584","0.0-6.0-69.0-1.0-0.0","24","25736","female","null","","","","null","","67","","","3041161","1","","","","","","1402","227798","1423","233175","1402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2329","3043650","0.0-6.0-69.0-3.0","24","25736","female","null","","","","null","","67","","","3042584","1","","","","","","1000","229200","1066","234598","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2330","3043700","0.0-6.0-70.0-0.0","24","25736","female","34","","","","68","","68","","","3043650","1","","","","0","","34","230200","50","235664","","","","","","","","","","","","0","","","","2300","3","5","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2331","3045208","0.0-6.0-70.0-1.0-0.0","24","25736","female","null","","","","null","","68","","","3043700","1","","","","","","1466","230234","1508","235714","1466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2332","3047539","0.0-6.0-70.0-3.0","24","25736","female","null","","","","null","","68","","","3045208","1","","","","","","2300","231700","2331","237222","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2333","3047616","0.0-6.0-71.0-0.0","24","25736","female","61","","","","75","","69","","","3047539","1","","","","0","","61","234000","77","239553","","","","","","","","","","","B","0","","","","1500","3","0","17","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2334","3049085","0.0-6.0-71.0-1.0-0.0","24","25736","female","null","","","","null","","69","","","3047616","1","","","","","","1439","234061","1469","239630","1439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2335","3050607","0.0-6.0-71.0-3.0","24","25736","female","null","","","","null","","69","","","3049085","1","","","","","","1500","235500","1522","241099","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2336","3050648","0.0-6.0-72.0-0.0","24","25736","female","26","","","","75","","70","","","3050607","1","","","","0","","26","237000","41","242621","","","","","","","","","","","","0","","","","1700","3","22","36","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2337","3052139","0.0-6.0-72.0-1.0-0.0","24","25736","female","null","","","","null","","70","","","3050648","1","","","","","","1474","237026","1491","242662","1474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2338","3053870","0.0-6.0-72.0-3.0","24","25736","female","null","","","","null","","70","","","3052139","1","","","","","","1700","238500","1731","244153","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2339","3053972","0.0-6.0-73.0-0.0","24","25736","female","89","","","","75","","71","","","3053870","1","","","","0","","89","240200","102","245884","","","","","","","","","","","","0","","","","4800","3","31","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2340","3055398","0.0-6.0-73.0-1.0-0.0","24","25736","female","null","","","","null","","71","","","3053972","1","","","","","","1411","240289","1426","245986","1411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2341","3060214","0.0-6.0-73.0-3.0","24","25736","female","null","","","","null","","71","","","3055398","1","","","","","","4800","241700","4816","247412","4800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2342","3060385","0.0-6.0-74.0-0.0","24","25736","female","143","","","","68","","72","","","3060214","1","","","","0","","143","246500","171","252228","","","","","","","","","","","I","0","","","","2100","3","35","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2343","3061768","0.0-6.0-74.0-1.0-0.0","24","25736","female","null","","","","null","","72","","","3060385","1","","","","","","1357","246643","1383","252399","1357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2344","3063903","0.0-6.0-74.0-3.0","24","25736","female","null","","","","null","","72","","","3061768","1","","","","","","2100","248000","2135","253782","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2345","3064039","0.0-6.0-75.0-0.0","24","25736","female","120","","","","68","","73","","","3063903","1","","","","0","","120","250100","136","255917","","","","","","","","","","","","0","","","","1800","3","14","10","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2346","3065438","0.0-6.0-75.0-1.0-0.0","24","25736","female","null","","","","null","","73","","","3064039","1","","","","","","1380","250220","1399","256053","1380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2347","3067260","0.0-6.0-75.0-3.0","24","25736","female","null","","","","null","","73","","","3065438","1","","","","","","1800","251600","1822","257452","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2348","3067377","0.0-6.0-76.0-0.0","24","25736","female","102","","","","68","","74","","","3067260","1","","","","0","","102","253400","117","259274","","","","","","","","","","","K","0","","","","2300","3","25","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2349","3068801","0.0-6.0-76.0-1.0-0.0","24","25736","female","null","","","","null","","74","","","3067377","1","","","","","","1398","253502","1424","259391","1398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2350","3071137","0.0-6.0-76.0-3.0","24","25736","female","null","","","","null","","74","","","3068801","1","","","","","","2300","254900","2336","260815","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2351","3071156","0.0-6.0-77.0-0.0","24","25736","female","2","","","","68","","75","","","3071137","1","","","","0","","2","257200","19","263151","","","","","","","","","","","","0","","","","1900","4","43","35","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2352","3072695","0.0-6.0-77.0-1.0-0.0","24","25736","female","null","","","","null","","75","","","3071156","1","","","","","","1498","257202","1539","263170","1498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2353","3074623","0.0-6.0-77.0-3.0","24","25736","female","null","","","","null","","75","","","3072695","1","","","","","","1900","258700","1928","264709","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2354","3074766","0.0-6.0-78.0-0.0","24","25736","female","129","","","","68","","76","","","3074623","1","","","","0","","129","260600","143","266637","","","","","","","","","","","","0","","","","1400","4","2","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2355","3076150","0.0-6.0-78.0-1.0-0.0","24","25736","female","null","","","","null","","76","","","3074766","1","","","","","","1371","260729","1384","266780","1371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
