"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","localizer","","html-keyboard-response","506","259673","0.0-2.0-226.0-0.0","12","77890","11","NaN","","","","null","NaN","224","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-x9TCnxNBofE-unsplash.jpg","1","objects","","0","1","0","0.4","289.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","507","259979","0.0-2.0-226.0-1.0","12","77890","11","null","","","","null","","224","","","1","","","","","","0.3","290.0000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","508","260397","0.0-2.0-227.0-0.0","12","77890","11","NaN","","","","null","NaN","225","","Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","1","objects","","0","1","0","0.4","290.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","509","260706","0.0-2.0-227.0-1.0","12","77890","11","null","","","","null","","225","","","1","","","","","","14","290.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","261113","0.0-2.0-228.0-0.0","12","77890","11","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","1","faces","","0","1","0","0.4","304.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","261427","0.0-2.0-228.0-1.0","12","77890","11","null","","","","null","","226","","","1","","","","","","0.3","305.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","261846","0.0-2.0-229.0-0.0","12","77890","11","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg","1","faces","","0","1","0","0.4","305.40000000000117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","262155","0.0-2.0-229.0-1.0","12","77890","11","null","","","","null","","227","","","1","","","","","","0.3","305.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","262568","0.0-2.0-230.0-0.0","12","77890","11","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/faces/mathias-huysmans-U4JDjYmjn1g-unsplash.jpg","1","faces","","0","1","0","0.4","306.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","262885","0.0-2.0-230.0-1.0","12","77890","11","null","","","","null","","228","","","1","","","","","","0.3","306.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","263295","0.0-2.0-231.0-0.0","12","77890","11","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/faces/katsiaryna-endruszkiewicz-BteCp6aq4GI-unsplash.jpg","1","faces","","1","1","0","0.4","306.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","263612","0.0-2.0-231.0-1.0","12","77890","11","null","","","","null","","229","","","1","","","","","","0.3","307.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","264018","0.0-2.0-232.0-0.0","12","77890","11","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","1","faces","","0","1","0","0.4","307.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","264333","0.0-2.0-232.0-1.0","12","77890","11","null","","","","null","","230","","","1","","","","","","0.3","307.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","264745","0.0-2.0-233.0-0.0","12","77890","11","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/faces/chanvre-quebec-mXu1SpzHq6w-unsplash.jpg","1","faces","","0","1","0","0.4","308.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","265060","0.0-2.0-233.0-1.0","12","77890","11","null","","","","null","","231","","","1","","","","","","0.3","308.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","265466","0.0-2.0-234.0-0.0","12","77890","11","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/faces/hisu-lee-2qvxIr_DXGo-unsplash.jpg","1","faces","","0","1","0","0.4","308.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","265776","0.0-2.0-234.0-1.0","12","77890","11","null","","","","null","","232","","","1","","","","","","0.3","309.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","266186","0.0-2.0-235.0-0.0","12","77890","11","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg","1","faces","","0","1","0","0.4","309.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","266499","0.0-2.0-235.0-1.0","12","77890","11","null","","","","null","","233","","","1","","","","","","0.3","310.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","266914","0.0-2.0-236.0-0.0","12","77890","11","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","1","faces","","0","1","0","0.4","310.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","267228","0.0-2.0-236.0-1.0","12","77890","11","null","","","","null","","234","","","1","","","","","","0.3","310.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","267637","0.0-2.0-237.0-0.0","12","77890","11","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/faces/icons8-team-6LZuSzSwso0-unsplash.jpg","1","faces","","0","1","0","0.4","311.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","267947","0.0-2.0-237.0-1.0","12","77890","11","null","","","","null","","235","","","1","","","","","","0.3","311.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","268361","0.0-2.0-238.0-0.0","12","77890","11","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg","1","faces","","0","1","0","0.4","311.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","268673","0.0-2.0-238.0-1.0","12","77890","11","null","","","","null","","236","","","1","","","","","","0.3","312.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","269083","0.0-2.0-239.0-0.0","12","77890","11","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/faces/whereslugo-zl_fPgiwduo-unsplash.jpg","1","faces","","0","1","0","0.4","312.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","269393","0.0-2.0-239.0-1.0","12","77890","11","null","","","","null","","237","","","1","","","","","","0.3","312.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","269801","0.0-2.0-240.0-0.0","12","77890","11","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","1","faces","","0","1","0","0.4","313.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","270117","0.0-2.0-240.0-1.0","12","77890","11","null","","","","null","","238","","","1","","","","","","0.3","313.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","270529","0.0-2.0-241.0-0.0","12","77890","11","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/faces/aiony-haust-K0DxxljcRv0-unsplash.jpg","1","faces","","0","1","0","0.4","313.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","270842","0.0-2.0-241.0-1.0","12","77890","11","null","","","","null","","239","","","1","","","","","","0.3","314.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","271257","0.0-2.0-242.0-0.0","12","77890","11","NaN","","","","null","NaN","240","","Stimuli/Experimental_stims/localizer/faces/janaya-dasiuk-_A2LZdUqHgA-unsplash.jpg","1","faces","","0","1","0","0.4","314.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
