"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_final_decisions","","html-keyboard-response","2064","2554362","0.0-5.0-273.0-3.0","33","21859","Female","null","","","","null","","271","","","","2550112","4","","","","","","4200","136980","4250","142999","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2065","2554402","0.0-5.0-274.0-0.0","33","21859","Female","21","","","","68","","272","","","","2554362","4","","","","0","","21","141180","40","147249","","1","46","18","objects","faces","","","","","","0","","","","2400","4","46","18","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","68","20","","","","","","","unchosen","1","gain5","no_gain5","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2066","2554925","0.0-5.0-274.0-1.0-0.0","33","21859","Female","null","","","","null","","272","","","","2554402","4","","","","","","500","141201","523","147289","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2067","2557494","0.0-5.0-274.0-3.0","33","21859","Female","null","","","","null","","272","","","","2554925","4","","","","","","2400","141701","2569","147812","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2068","2557515","0.0-5.0-275.0-0.0","33","21859","Female","3","","","","68","","273","","","","2557494","4","","","","0","","3","144101","21","150381","","1","38","4","objects","outdoor_scenes","","","","","","0","","","","1100","4","38","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","39","87","","","","","","","unchosen","0","no_gain4","gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2069","2558044","0.0-5.0-275.0-1.0-0.0","33","21859","Female","null","","","","null","","273","","","","2557515","4","","","","","","500","144104","529","150402","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2070","2559166","0.0-5.0-275.0-3.0","33","21859","Female","null","","","","null","","273","","","","2558044","4","","","","","","1100","144604","1122","150931","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2071","2559318","0.0-5.0-276.0-0.0","33","21859","Female","130","","","","68","","274","","","","2559166","4","","","","0","","130","145704","152","152053","","1","27","36","body_parts","objects","","","","","","0","","","","1400","4","27","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","82","80","","","","","","","chosen","0","no_gain2","gain1","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2072","2559830","0.0-5.0-276.0-1.0-0.0","33","21859","Female","null","","","","null","","274","","","","2559318","4","","","","","","500","145834","512","152205","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2073","2561271","0.0-5.0-276.0-3.0","33","21859","Female","null","","","","null","","274","","","","2559830","4","","","","","","1400","146334","1441","152717","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2074","2561290","0.0-5.0-277.0-0.0","33","21859","Female","4","","","","68","","275","","","","2561271","4","","","","0","","4","147734","19","154158","","1","22","15","faces","faces","","","","","","0","","","","1400","4","22","15","faces","faces","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","64","75","","","","","","","unchosen","0","no_gain3","gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2075","2561812","0.0-5.0-277.0-1.0-0.0","33","21859","Female","null","","","","null","","275","","","","2561290","4","","","","","","500","147738","522","154177","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2076","2563252","0.0-5.0-277.0-3.0","33","21859","Female","null","","","","null","","275","","","","2561812","4","","","","","","1400","148238","1440","154699","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2077","2563497","0.0-5.0-278.0-0.0","33","21859","Female","224","","","","68","","276","","","","2563252","4","","","","0","","224","149638","245","156139","","1","24","33","body_parts","body_parts","","","","","","0","","","","1000","4","24","33","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","75","24","","","","","","","chosen","1","gain5","no_gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2078","2564049","0.0-5.0-278.0-1.0-0.0","33","21859","Female","null","","","","null","","276","","","","2563497","4","","","","","","500","149862","552","156384","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2079","2565061","0.0-5.0-278.0-3.0","33","21859","Female","null","","","","null","","276","","","","2564049","4","","","","","","1000","150362","1012","156936","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2080","2565265","0.0-5.0-279.0-0.0","33","21859","Female","189","","","","75","","277","","","","2565061","4","","","","0","","189","151362","204","157948","","0","43","36","objects","objects","","","","","","0","","","","1900","4","36","43","objects","objects","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","80","67","","","","","","","chosen","1","gain1","no_gain5","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2081","2565781","0.0-5.0-279.0-1.0-0.0","33","21859","Female","null","","","","null","","277","","","","2565265","4","","","","","","500","151551","516","158152","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2082","2567694","0.0-5.0-279.0-3.0","33","21859","Female","null","","","","null","","277","","","","2565781","4","","","","","","1900","152051","1913","158668","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2083","2567749","0.0-5.0-280.0-0.0","33","21859","Female","43","","","","68","","278","","","","2567694","4","","","","0","","43","153951","55","160581","","1","14","13","faces","faces","","","","","","0","","","","2100","4","14","13","faces","faces","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","28","75","","","","","","","unchosen","1","gain2","no_gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2084","2568268","0.0-5.0-280.0-1.0-0.0","33","21859","Female","null","","","","null","","278","","","","2567749","4","","","","","","500","153994","519","160636","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2085","2570399","0.0-5.0-280.0-3.0","33","21859","Female","null","","","","null","","278","","","","2568268","4","","","","","","2100","154494","2131","161155","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2086","2570436","0.0-5.0-281.0-0.0","33","21859","Female","22","","","","75","","279","","","","2570399","4","","","","0","","22","156594","37","163286","","0","0","14","outdoor_scenes","faces","","","","","","0","","","","1100","4","14","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","28","77","","","","","","","unchosen","1","gain2","no_gain2","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2087","2571090","0.0-5.0-281.0-1.0-0.0","33","21859","Female","null","","","","null","","279","","","","2570436","4","","","","","","500","156616","654","163323","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2088","2572208","0.0-5.0-281.0-3.0","33","21859","Female","null","","","","null","","279","","","","2571090","4","","","","","","1100","157116","1118","163977","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2089","2572322","0.0-5.0-282.0-0.0","33","21859","Female","94","","","","75","","280","","","","2572208","4","","","","0","","94","158216","114","165095","","0","13","15","faces","faces","","","","","","0","","","","3800","4","15","13","faces","faces","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","75","75","","","","","","","unchosen","1","gain3","no_gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2090","2572845","0.0-5.0-282.0-1.0-0.0","33","21859","Female","null","","","","null","","280","","","","2572322","4","","","","","","500","158310","523","165209","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2091","2576664","0.0-5.0-282.0-3.0","33","21859","Female","null","","","","null","","280","","","","2572845","4","","","","","","3800","158810","3819","165732","3800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2092","2576748","0.0-5.0-283.0-0.0","33","21859","Female","64","","","","75","","281","","","","2576664","4","","","","0","","64","162610","84","169551","","0","1","33","outdoor_scenes","body_parts","","","","","","0","","","","1200","4","33","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","24","30","","","","","","","chosen","0","no_gain6","gain2","","1","","","","","","","","","","","","","","",""
