"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","422","275632","0.0-2.0-183.0-0.0","11","14054","1","NaN","","","","null","NaN","181","","Stimuli/Experimental_stims/localizer/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","232.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","423","275944","0.0-2.0-183.0-1.0","11","14054","1","null","","","","null","","181","","","1","","","","","","0.3","232.5000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","424","276353","0.0-2.0-184.0-0.0","11","14054","1","NaN","","","","null","NaN","182","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","232.80000000000132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","425","276668","0.0-2.0-184.0-1.0","11","14054","1","null","","","","null","","182","","","1","","","","","","0.3","233.20000000000132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","426","277078","0.0-2.0-185.0-0.0","11","14054","1","NaN","","","","null","NaN","183","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-UqCnDyc_3vA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","233.50000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","427","277386","0.0-2.0-185.0-1.0","11","14054","1","null","","","","null","","183","","","1","","","","","","0.3","233.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","428","277799","0.0-2.0-186.0-0.0","11","14054","1","NaN","","","","null","NaN","184","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","234.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","429","278114","0.0-2.0-186.0-1.0","11","14054","1","null","","","","null","","184","","","1","","","","","","0.3","234.60000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","430","278531","0.0-2.0-187.0-0.0","11","14054","1","NaN","","","","null","NaN","185","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","234.90000000000137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","431","292544","0.0-2.0-187.0-1.0","11","14054","1","null","","","","null","","185","","","1","","","","","","14","235.30000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","432","292952","0.0-2.0-188.0-0.0","11","14054","1","NaN","","","","null","NaN","186","","Stimuli/Experimental_stims/localizer/body_parts/diana-polekhina-SwWjCbIIoFE-unsplash.jpg","1","body_parts","","0","1","0","0.4","249.30000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","433","293263","0.0-2.0-188.0-1.0","11","14054","1","null","","","","null","","186","","","1","","","","","","0.3","249.70000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","434","293672","0.0-2.0-189.0-0.0","11","14054","1","NaN","","","","null","NaN","187","","Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg","1","body_parts","","0","1","0","0.4","250.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","435","293982","0.0-2.0-189.0-1.0","11","14054","1","null","","","","null","","187","","","1","","","","","","0.3","250.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","436","294393","0.0-2.0-190.0-0.0","11","14054","1","NaN","","","","null","NaN","188","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","1","body_parts","","0","1","0","0.4","250.7000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","437","294706","0.0-2.0-190.0-1.0","11","14054","1","null","","","","null","","188","","","1","","","","","","0.3","251.10000000000142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","438","295121","0.0-2.0-191.0-0.0","11","14054","1","NaN","","","","null","NaN","189","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg","1","body_parts","","1","1","0","0.4","251.40000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","439","295437","0.0-2.0-191.0-1.0","11","14054","1","null","","","","null","","189","","","1","","","","","","0.3","251.80000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","440","295849","0.0-2.0-192.0-0.0","11","14054","1","NaN","","","","null","NaN","190","","Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg","1","body_parts","","0","1","0","0.4","252.10000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","441","296161","0.0-2.0-192.0-1.0","11","14054","1","null","","","","null","","190","","","1","","","","","","0.3","252.50000000000145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","442","296569","0.0-2.0-193.0-0.0","11","14054","1","NaN","","","","null","NaN","191","","Stimuli/Experimental_stims/localizer/body_parts/nadine-shaabana-ypyaaEf2ntM-unsplash.jpg","1","body_parts","","0","1","0","0.4","252.80000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","443","296880","0.0-2.0-193.0-1.0","11","14054","1","null","","","","null","","191","","","1","","","","","","0.3","253.20000000000147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","444","297293","0.0-2.0-194.0-0.0","11","14054","1","NaN","","","","null","NaN","192","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","1","body_parts","","0","1","0","0.4","253.50000000000148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","445","297600","0.0-2.0-194.0-1.0","11","14054","1","null","","","","null","","192","","","1","","","","","","0.3","253.90000000000148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","446","298010","0.0-2.0-195.0-0.0","11","14054","1","NaN","","","","null","NaN","193","","Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg","1","body_parts","","0","1","0","0.4","254.2000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","447","298324","0.0-2.0-195.0-1.0","11","14054","1","null","","","","null","","193","","","1","","","","","","0.3","254.6000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","448","298737","0.0-2.0-196.0-0.0","11","14054","1","NaN","","","","null","NaN","194","","Stimuli/Experimental_stims/localizer/body_parts/ramesh-iyer-CRhznMXoJlc-unsplash.jpg","1","body_parts","","0","1","0","0.4","254.9000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","449","299047","0.0-2.0-196.0-1.0","11","14054","1","null","","","","null","","194","","","1","","","","","","0.3","255.30000000000152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","450","299457","0.0-2.0-197.0-0.0","11","14054","1","NaN","","","","null","NaN","195","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","1","body_parts","","0","1","0","0.4","255.60000000000153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","451","299772","0.0-2.0-197.0-1.0","11","14054","1","null","","","","null","","195","","","1","","","","","","0.3","256.00000000000153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","452","300189","0.0-2.0-198.0-0.0","11","14054","1","NaN","","","","null","NaN","196","","Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg","1","body_parts","","0","1","0","0.4","256.30000000000155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","453","300498","0.0-2.0-198.0-1.0","11","14054","1","null","","","","null","","196","","","1","","","","","","0.3","256.7000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
