,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path,long_iti,simulation,version,version,chosen_rating,unchosen_rating
57,82292,58,H,scramble,0,2,3,faces,outdoor_scenes,18,7,Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,1600,1100,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
58,82292,59,J,original,0,2,3,faces,objects,13,39,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,50,50,3100,0,,NaN,1,6,1,13,39,faces,objects,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,1,25,1,NaN,50,50
59,82292,60,B,original,0,2,3,outdoor_scenes,faces,5,16,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,50,50,2500,0,,NaN,1,58,1,5,16,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,0,25,1,NaN,50,50
60,82292,61,E,scramble,0,2,3,objects,body_parts,45,31,Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,2200,900,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
61,82292,62,H,original,0,2,3,faces,outdoor_scenes,18,7,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,50,50,1300,0,,NaN,1,140,1,18,7,faces,outdoor_scenes,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,0,25,1,NaN,50,50
62,82292,63,A,original,0,2,3,outdoor_scenes,objects,1,41,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,50,50,1100,0,,NaN,1,108,1,1,41,outdoor_scenes,objects,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,0,25,1,NaN,50,50
63,82292,64,D,scramble,0,2,3,objects,faces,37,14,Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,1300,1500,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
64,82292,65,L,scramble,0,2,3,body_parts,faces,27,19,Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,1600,1200,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
65,82292,66,L,original,0,2,3,body_parts,faces,27,19,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,50,50,1900,0,,NaN,1,47,1,27,19,body_parts,faces,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,0,25,1,NaN,50,50
66,82292,67,K,scramble,0,2,3,body_parts,objects,30,46,Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,2100,900,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
67,82292,68,F,original,0,2,3,faces,body_parts,17,28,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,50,50,1700,0,,NaN,1,216,1,17,28,faces,body_parts,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,0,25,1,NaN,50,50
68,82292,69,F,scramble,0,2,3,faces,body_parts,17,28,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,NaN,NaN,4200,1100,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,25,1,NaN
69,82292,70,I,original,0,2,3,body_parts,outdoor_scenes,24,0,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,50,50,2100,0,,NaN,1,0,1,24,0,body_parts,outdoor_scenes,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,0,25,1,NaN,50,50
70,82292,71,E,original,0,2,3,objects,body_parts,45,31,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,50,50,1800,0,,NaN,1,75,1,45,31,objects,body_parts,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,0,25,1,NaN,50,50
71,82292,72,C,scramble,0,2,3,outdoor_scenes,body_parts,6,34,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,1700,1000,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
72,82292,73,A,scramble,0,2,3,outdoor_scenes,objects,1,41,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,1600,1400,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
73,82292,74,D,original,0,2,3,objects,faces,37,14,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,50,50,4100,0,,NaN,1,,,,,,,,,1,25,1,NaN,,
74,82292,75,B,scramble,0,2,3,outdoor_scenes,faces,5,16,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,2600,1400,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
75,82292,76,G,original,0,2,3,objects,outdoor_scenes,38,2,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,50,50,2100,0,,NaN,1,70,1,38,2,objects,outdoor_scenes,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,0,25,1,NaN,50,50
76,82292,77,F,scramble,0,2,4,faces,body_parts,17,28,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,NaN,NaN,1400,200,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
77,82292,78,H,original,0,2,4,faces,outdoor_scenes,18,7,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,50,50,1000,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
78,82292,79,D,original,0,2,4,objects,faces,37,14,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,50,50,3100,0,,NaN,1,,,,,,,,,1,25,1,NaN,,
79,82292,80,I,scramble,0,2,4,body_parts,outdoor_scenes,24,0,Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,2100,700,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
80,82292,81,E,scramble,0,2,4,objects,body_parts,45,31,Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,1600,1800,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
81,82292,82,K,original,0,2,4,body_parts,objects,30,46,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,50,50,1500,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
82,82292,83,D,scramble,0,2,4,objects,faces,37,14,Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg,NaN,NaN,2000,1500,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
83,82292,84,L,original,0,2,4,body_parts,faces,27,19,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,50,50,3600,0,,NaN,1,,,,,,,,,1,25,1,NaN,,
84,82292,85,G,original,0,2,4,objects,outdoor_scenes,38,2,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,50,50,1700,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
85,82292,86,B,scramble,0,2,4,outdoor_scenes,faces,5,16,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,1600,1000,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
86,82292,87,E,original,0,2,4,objects,body_parts,45,31,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,50,50,1100,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
87,82292,88,J,scramble,0,2,4,faces,objects,13,39,Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,NaN,NaN,1700,1300,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
88,82292,89,H,scramble,0,2,4,faces,outdoor_scenes,18,7,Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,1900,1500,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
89,82292,90,I,original,0,2,4,body_parts,outdoor_scenes,24,0,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,50,50,1900,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
90,82292,91,G,scramble,0,2,4,objects,outdoor_scenes,38,2,Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN,NaN,2700,1100,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,25,1,NaN
91,82292,92,F,original,0,2,4,faces,body_parts,17,28,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,50,50,1500,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
92,82292,93,C,scramble,0,2,4,outdoor_scenes,body_parts,6,34,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg,NaN,NaN,2000,1000,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
93,82292,94,C,original,0,2,4,outdoor_scenes,body_parts,6,34,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,50,50,1000,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
94,82292,95,K,scramble,0,2,4,body_parts,objects,30,46,Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,2000,100,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
95,82292,96,J,original,0,2,4,faces,objects,13,39,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,50,50,3900,0,,NaN,1,,,,,,,,,1,25,1,NaN,,
96,82292,97,A,scramble,0,2,4,outdoor_scenes,objects,1,41,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,1700,500,left,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
97,82292,98,L,scramble,0,2,4,body_parts,faces,27,19,Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg,NaN,NaN,1100,500,right,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,25,1,NaN
98,82292,99,A,original,0,2,4,outdoor_scenes,objects,1,41,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,50,50,1200,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
99,82292,100,B,original,0,2,4,outdoor_scenes,faces,5,16,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,50,50,1400,0,,NaN,1,,,,,,,,,0,25,1,NaN,,
