,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version
74,,0,1,3,75,intact,1,,K,K,2300,,,,,,,,0,31,1
75,,0,1,4,76,recombined,0,0,,I,1900,,,,,,,,0,31,1
76,,0,1,4,77,recombined,0,0,,F,1400,,,,,,,,0,31,1
77,,0,1,4,78,intact,1,,E,E,2500,,,,,,,,0,31,1
78,,0,1,4,79,intact,1,,G,G,1300,,,,,,,,0,31,1
79,,0,1,4,80,recombined,0,1,,J,1100,,,,,,,,0,31,1
80,,0,1,4,81,intact,1,,B,B,1100,,,,,,,,0,31,1
81,,0,1,4,82,recombined,0,0,,K,2200,,,,,,,,0,31,1
82,,0,1,4,83,intact,1,,C,C,1300,,,,,,,,0,31,1
83,,0,1,4,84,recombined,0,0,,L,2300,,,,,,,,0,31,1
84,,0,1,4,85,intact,1,,F,F,1700,,,,,,,,0,31,1
85,,0,1,4,86,recombined,0,0,,C,2800,,,,,,,,1,31,1
86,,0,1,4,87,intact,1,,D,D,2200,,,,,,,,0,31,1
87,,0,1,4,88,recombined,0,1,,B,1200,,,,,,,,0,31,1
88,,0,1,4,89,intact,1,,K,K,1200,,,,,,,,0,31,1
89,,0,1,4,90,intact,1,,A,A,2200,,,,,,,,0,31,1
90,,0,1,4,91,recombined,0,1,,H,1900,,,,,,,,0,31,1
91,,0,1,4,92,recombined,0,1,,E,2900,,,,,,,,1,31,1
92,,0,1,4,93,intact,1,,H,H,1200,,,,,,,,0,31,1
93,,0,1,4,94,intact,1,,J,J,1600,,,,,,,,0,31,1
94,,0,1,4,95,recombined,0,0,,A,1600,,,,,,,,0,31,1
95,,0,1,4,96,recombined,0,1,,G,1100,,,,,,,,0,31,1
96,,0,1,4,97,intact,1,,L,L,1200,,,,,,,,0,31,1
97,,0,1,4,98,recombined,0,1,,D,1500,,,,,,,,0,31,1
98,,0,1,4,99,intact,1,,I,I,3400,,,,,,,,1,31,1
