,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version
80,,0,1,4,81,recombined,0,1,,D,1800,,,,,,,,0,37,2
81,,0,1,4,82,intact,1,,L,L,1200,,,,,,,,0,37,2
82,,0,1,4,83,recombined,0,0,,K,2000,,,,,,,,0,37,2
83,,0,1,4,84,intact,1,,I,I,1800,,,,,,,,0,37,2
84,,0,1,4,85,intact,1,,A,A,3700,,,,,,,,1,37,2
85,,0,1,4,86,recombined,0,0,,A,2200,,,,,,,,0,37,2
86,,0,1,4,87,recombined,0,1,,G,1300,,,,,,,,0,37,2
87,,0,1,4,88,intact,1,,G,G,2000,,,,,,,,0,37,2
88,,0,1,4,89,intact,1,,C,C,2100,,,,,,,,0,37,2
89,,0,1,4,90,recombined,0,0,,C,2100,,,,,,,,0,37,2
90,,0,1,4,91,recombined,0,1,,H,2300,,,,,,,,0,37,2
91,,0,1,4,92,intact,1,,D,D,4500,,,,,,,,1,37,2
92,,0,1,4,93,intact,1,,J,J,1200,,,,,,,,0,37,2
93,,0,1,4,94,recombined,0,1,,J,2200,,,,,,,,0,37,2
94,,0,1,4,95,recombined,0,0,,I,1300,,,,,,,,0,37,2
95,,0,1,4,96,intact,1,,K,K,1400,,,,,,,,0,37,2
96,,0,1,4,97,recombined,0,0,,F,2000,,,,,,,,0,37,2
97,,0,1,4,98,recombined,0,1,,B,1000,,,,,,,,0,37,2
98,,0,1,4,99,intact,1,,H,H,4100,,,,,,,,1,37,2
