,intact,intact_derivative,recombined,recombined_derivative,.5*intact + .5*recombined,intact - recombined,simulation,version,run,.5*recombined + .5*intact,recombined - intact
0,1.8562065614033245,3.2476427205529372,1.9648672441729615,3.1577829650047926,1.1080634073045168,1.0737573187701956,1,1,1,,
1,1.938798559135097,3.1750349274156706,1.9393141535835996,3.1944288072809894,,,2,1,1,1.1078504145476893,1.0009571166403997
2,1.4977149242114396,2.154709410074159,1.462481958300887,2.190703289145973,1.1477778291830647,1.014195992931403,3,1,1,,
3,1.6355964881342508,2.9125972472341304,1.7273899409280922,2.8220547520618355,,,4,1,1,1.0674844512440216,1.0369690921510488
4,1.7074449019082867,2.9027688584338676,1.6720915014393685,2.935748821263439,,,5,1,1,1.1527000467699557,1.037415339246287
5,1.4915195380676147,2.3308339177906894,1.5276493213177176,2.294344178585041,,,6,1,1,1.1377683203887494,1.010578477961561
6,1.4601274827549484,2.934119608538614,1.5545885066246834,2.856980206765809,,,7,1,1,1.0955617633100838,1.0700916233866629
7,1.4135829422109298,2.363003293177879,1.6107553120405051,2.1493693888069827,1.4320754579079762,1.1977333802018943,8,1,1,,
8,1.7076324167749108,3.3358379485778222,1.7614814723775785,3.2880916424682805,,,9,1,1,1.1654515198733781,1.066252356219141
9,1.7074687862930358,2.8449304924741243,1.7699954027380045,2.7565992759647013,,,10,1,1,1.0614746880929944,1.0193281397697904
10,1.7775457876085128,3.6733366645460266,1.7827469061888692,3.6474580402372556,1.0746954085449523,1.0046787382891205,11,1,1,,
11,1.5834568671867222,2.771959555590847,1.6087190525321922,2.7416807735800486,,,12,1,1,1.1736750931956463,1.062569710220078
12,1.4132333585918329,2.1862247351763084,1.4663409980674929,2.1249153414012945,1.0852928587131037,1.0904601483002765,13,1,1,,
13,1.7730444103142167,2.96826114489853,1.762004509988851,2.9836976202802354,,,14,1,1,1.0514225627348501,1.065912121361092
14,1.9279776510350866,3.4507858048795033,2.0716346381868296,3.3209536354075104,,,15,1,1,1.080688870736981,1.0874908673718267
15,1.462769239132119,2.4976927867754393,1.4975274636646747,2.4645450327187493,,,16,1,1,1.0448513774961057,1.0261951448943631
16,1.8622538244987317,2.8312642119004243,1.913019559967161,2.775304784339024,1.07235170362836,1.0258652701580704,17,1,1,,
17,1.5454911383326175,2.029759067042587,1.5421317888278507,2.040687088112514,,,18,1,1,1.3177449803892485,1.0185577695444121
18,2.0844841689918088,3.1633756352879683,2.1254181503359253,3.1363654321690486,1.0484196430745776,1.0125455235506542,19,1,1,,
19,1.6585801230078911,3.0669978826485473,1.6249599652632032,3.090726789767994,1.0331087945735875,1.0201677497477462,20,1,1,,
20,1.4911581025157379,2.7698433725442966,1.5965364871060352,2.662334822754238,,,21,1,1,1.093455988583448,1.0725299419796785
21,1.783847282593477,2.36410911667492,1.7704282322959644,2.379931604757892,1.0547677748543742,1.032776310785962,22,1,1,,
22,1.4490666945366824,2.5601751077524524,1.503240090674074,2.515942773296777,,,23,1,1,1.0998111896627514,1.055001987533001
23,2.1884287858459666,3.1352303044834064,2.0967991943734092,3.216417630823215,,,24,1,1,1.043257455877444,1.0429514539008693
24,1.568640336909603,2.327305345705049,1.6240422181419627,2.278615198453256,1.0398527371021211,1.024142406705135,25,1,1,,
